VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,REQ_SOURCE,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE,ALIAS,ATTRIBUTE49,Buyer,Buyer Name,CATEGORY_CODE,CATEGORY_NAME,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,GL_ENTITY,Has Contract (1),Has Contract Old,INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PO_PROCESSING_TYPE,PO_UPDATE_DATE,PunchOut Detail,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Vend Name,VendCode
COOK MEDICAL INC,2024,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,COOK MEDICAL,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903003,"903003, ANGIOPLASTY BALLOON CATHETERS",MOUNT SINAI MORNINGSIDE,Yes,G47213,COOK MEDICAL,4/15/2024 12:00:00 AM,1444769,GOODS,NF,CATHETER ANGIOGRAPHIC 80CM VISCERAL SELECTIVE 2 CURVE 5FR TORCON NB ADVANTAGE STAINLESS STEEL NYLONG47213G47213,ORAPOS,ANGIOGRAPHY CATHETERS,G47213,CARDIAC CATHERIZATION,12605,ANGIOPLASTY BALLOON CATHETERS,PP-CA-543,,CATHETER ANGIOGRAPHIC 80CM VISCERAL SELECTIVE 2 CURVE 5FR TORCON NB ADVANTAGE STAINLESS STEEL NYLON,903003,G47213,6,0,6,3,5,30,30,599.94,599.94,,NF,BANNERMAN   TRACEY,"BANNERMAN, TRACEY",42203433,ANGIOGRAPHY CATHETERS,"ANGIOGRAPHY CATHETERS 
 
COOK MEDICAL",SYSTEM CREATED,12605 MS MRNGSIDE CARD CATH 2,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,299.97,CHP,MOUNT SINAI MORNINGSIDE,302-302-11-12605-903003-00000000000-000-0000-000-00000-00000----,False,PP-CA-543,,Yes,Yes,0,8279350,COOK MEDICAL,COOK MEDICAL,BX5,5,No, ,NO,903003, ANGIOPLASTY BALLOON CATHETERS,4/15/2024 12:00:00 AM,CLOSED FOR RECEIVING,1-1-1,99.99,CLOSED FOR RECEIVING,BOX,4/15/2024 12:00:00 AM,TOUCHLESS PO,3/14/2025 12:00:00 AM,NF,4/15/2024 12:00:00 AM,3339772,"TORRES, ERIKA E",,,MOUNT SINAI MORNINGSIDE - RECVG MAIN,599.94,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203433,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"GI UNIT, 12807",MOUNT SINAI WEST,COOK MEDICAL,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903003,"903003, ANGIOPLASTY BALLOON CATHETERS",MOUNT SINAI WEST,Yes,G24545,COOK MEDICAL,8/22/2024 12:00:00 AM,1467274,GOODS,NF,STENT PANCREATIC 5CM CONTOUR 3FR GEENEN POLYETHYLENE PUSH CATHETER SPIRAL SIDEHOLE OFFSET FLAP TAPER TIP STERILE DISPOSABLE GREEN ACCEPTS .018IN GUIDEWIRE DRAIN OBSTRUCTG24545G24545,ORAPOS,GASTROINTESTINAL STENTS,G24545,GI UNIT,12807,ANGIOPLASTY BALLOON CATHETERS,PP-OR-2506,,STENT PANCREATIC 5CM CONTOUR 3FR GEENEN POLYETHYLENE PUSH CATHETER SPIRAL SIDEHOLE OFFSET FLAP TAPER TIP STERILE DISPOSABLE GREEN ACCEPTS .018IN GUIDEWIRE DRAIN OBSTRUCT,903003,G24545,12,4,12,8,1,4,12,240,240,,NF,BALSEIRO   LOURDES,"BALSEIRO, LOURDES",42295901,GASTROINTESTINAL STENTS,"GASTROINTESTINAL STENTS 
 
COOK MEDICAL",SYSTEM CREATED,1000 10 TH AVE 5C-10 GI UNIT 5C-10 GI UNIT,"GI UNIT, 12807",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,480,CHP,MOUNT SINAI WEST,301-301-11-12807-903003-00000000000-000-0000-000-00000-00000----,False,PP-OR-2506,,Yes,Yes,0,8277469,COOK MEDICAL,COOK MEDICAL,EA1,1,No, ,NO,903003, ANGIOPLASTY BALLOON CATHETERS,8/22/2024 12:00:00 AM,CLOSED FOR RECEIVING,2-1-1,60,CLOSED FOR RECEIVING,EACH,8/22/2024 12:00:00 AM,TOUCHLESS PO,3/13/2025 12:00:00 AM,NF,8/22/2024 12:00:00 AM,3385837,"MELENDEZ, RAFAEL ANTHONY",,,MOUNT SINAI WEST - RECVG MAIN,720,STENTS,42295901,SURGICAL PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"DIAGNOSTIC, MOLECULAR AND INTERVENTIONAL RADIOLOGY, 21015",ICAHN SCHOOL OF MEDICINE,COOK MEDICAL,MED/SURG DISPOSABLE,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",ICAHN SCHOOL OF MEDICINE,Yes,G04472,COOK MEDICAL,11/6/2024 12:00:00 AM,S3005872,GOODS,NF,ADAPTER TUBING MULTIPURPOSE STERILE PLASTIC PFLLA-VTA-L DISPOSABLE INTRAVENOUSG04472G04472,ORAPOS,MED/SURG DISPOSABLE,G04472,"DIAGNOSTIC, MOLECULAR AND INTERVENTIONAL RADIOLOGY",21015,MED/SURG DISPOSABLE,PP-CA-723,,ADAPTER TUBING MULTIPURPOSE STERILE PLASTIC PFLLA-VTA-L DISPOSABLE INTRAVENOUS,903037,G04472,50,50,50,50,1,50,50,274.5,274.5,NF,NF,RODRIGUEZ MARY,RODRIGUEZ MARY,42221604,INTRAVENOUS OR ARTERIAL TUBING ADAPTER OR CONNECTOR,"MED/SURG DISPOSABLE 
 
COOK MEDICAL",Y,"1176 FIFTH AVE (KP), MC LEVEL, RADIOLOGY ASSOCIATE","DIAGNOSTIC, MOLECULAR AND INTERVENTIONAL RADIOLOGY, 21015",ICAHN SCHOOL OF MEDICINE,ACTIVE,CLOSED,EDI,TRUE,TRUE,274.5,ICAHN SCHOOL OF MEDICINE,ICAHN SCHOOL OF MEDICINE,201-101-21-21015-903037-IC210151003-201-2103-000-00000-00000----,False,PP-CA-723,ICAHN SCHOOL OF MEDICINE,Yes,Yes,274.5,6024200,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903037, MED/SURG DISPOSABLE,11/6/2024 12:00:00 AM,CLOSED,1-1-1,5.49,CLOSED,EACH,11/6/2024 12:00:00 AM,TOUCHLESS PO,11/29/2024 12:00:00 AM,NF,11/6/2024 12:00:00 AM,S6987,RODRIGUEZ MARY,,,ICAHN - RECVG MAIN,274.5,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"RADIOLOGY INTERVENTIONAL, 21051",MOUNT SINAI BROOKLYN,COOK MEDICAL,MED/SURG DISPOSABLE,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI BROOKLYN,Yes,G09705,COOK MEDICAL,9/23/2025 12:00:00 AM,B1035854,GOODS,NF,CATHETER DRAINAGE 8.5FR 25CM DAWSON-MUELLER 5 SIDEPORT INTRO TIP DESIGN MULTIPURPOSE RADIOPAQUE MAC LOC LOCKING MECHANISM BILIARY HYDROPHILIC ULTRATHANE STERILE LATEX FREE .038IN DISPOSABLEG09705G09705,ORAPOS,MED/SURG DISPOSABLE,G09705,RADIOLOGY INTERVENTIONAL,21051,MED/SURG DISPOSABLE,PP-CA-723,,CATHETER DRAINAGE 8.5FR 25CM DAWSON-MUELLER 5 SIDEPORT INTRO TIP DESIGN MULTIPURPOSE RADIOPAQUE MAC LOC LOCKING MECHANISM BILIARY HYDROPHILIC ULTRATHANE STERILE LATEX FREE .038IN DISPOSABLE,903037,G09705,3,3,3,3,1,3,3,295.47,295.47,NF,NF,PERRY LUANA,PERRY LUANA,42295453,SURGICAL DRAINS OR DRAIN SETS,"MED/SURG DISPOSABLE 
 
COOK MEDICAL",Y,3201 KINGS HGWY BSMNT RM 070 RAD-INTRVNTNL BASEMENT ROOM 070,"RADIOLOGY INTERVENTIONAL, 21051",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,295.47,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,402-407-11-21051-903037-00000000000-000-0000-000-00000-00000----,False,PP-CA-723,MOUNT SINAI BROOKLYN,Yes,Yes,295.47,2012583,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903037, MED/SURG DISPOSABLE,9/23/2025 12:00:00 AM,CLOSED,2-1-1,98.49,CLOSED,EACH,9/23/2025 12:00:00 AM,TOUCHLESS PO,9/25/2025 12:00:00 AM,NF,9/23/2025 12:00:00 AM,K8924,PLAUT STEVEN,,,MOUNT SINAI BROOKLYN - RECVG MAIN,295.47,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"NEURO ENDOVASCULAR SURGERY, 13055",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903004,"903004, BARE METAL STENTS",MOUNT SINAI QUEENS,Yes,G48004,COOK MEDICAL INC,4/11/2024 12:00:00 AM,Q2089615,PURCHASE ORDER,NF,SET INTRODUCER 10CM 7CM .018IN 4FR 21GA MICROPUNCTURE PUSH-PLUS NITINOL CATHETER GUIDEWIRE ECHOTIP NEEDLE TRANSITIONLESS STIFF CANNULA STERILE DISPOSABLEG48004G48004,PMMPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCER SETS,G48004,NEURO ENDOVASCULAR SURGERY,13055,BARE METAL STENTS,PP-CA-711,,SET INTRODUCER 10CM 7CM .018IN 4FR 21GA MICROPUNCTURE PUSH-PLUS NITINOL CATHETER GUIDEWIRE ECHOTIP NEEDLE TRANSITIONLESS STIFF CANNULA STERILE DISPOSABLE,903004,G48004,10,,10,10,1,10,10,393,393,102-107-11-13055-00000000000-0-0,NF,MSQ MAIN PURCHASING,MSQ MAIN PURCHASING,NF,NF,"DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCER SETS 
 
COOK MEDICAL INC",SYSTEM CREATED,Q 1735 STROKE PROGRAM 25-10 30TH AVE,"NEURO ENDOVASCULAR SURGERY, 13055",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,393,Q,MOUNT SINAI QUEENS,013017354254,False,PP-CA-711,,Yes,Yes,,429243,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903004, BARE METAL STENTS,4/11/2024 12:00:00 AM,CLOSED,1,39.3,CLOSED,EACH,4/11/2024 12:00:00 AM,NF,4/11/2024 12:00:00 AM,NF,4/11/2024 12:00:00 AM,MQSC-002151,QSIGHT QUEENS  REQ INTERFACE,,,Q 1735 STROKE PROGRAM 25-10 30TH AVE,393,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203444,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903009,"903009, CATHETERS",MOUNT SINAI QUEENS,Yes,G56232,COOK MEDICAL INC,9/25/2024 12:00:00 AM,Q2150671,PURCHASE ORDER,NF,SHEATH GUIDING FLEXOR ANSEL VARSZG56232G56232,PMMPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G56232,INTERVENTIONAL RADIOLOGY,21050,CATHETERS,PP-CA-711,,SHEATH GUIDING FLEXOR ANSEL VARSZ,903009,G56232,1,,1,1,1,1,1,62.81,62.81,102-107-11-21050-00000000000-0-0,NF,MSQ MAIN PURCHASING,MSQ MAIN PURCHASING,NF,NF,"DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",SYSTEM CREATED,Q 1722 INTR RAD 25-20 30TH AVE 3 FL RM 1,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,62.81,Q,MOUNT SINAI QUEENS,013017224245,False,PP-CA-711,,Yes,Yes,,245592,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903009, CATHETERS,9/25/2024 12:00:00 AM,CLOSED,3,62.81,CLOSED,EACH,9/25/2024 12:00:00 AM,NF,9/25/2024 12:00:00 AM,NF,9/25/2024 12:00:00 AM,MQIR007869,QSIGHT QUEENS  REQ INTERFACE,,,Q 1722 INTR RAD 25-20 30TH AVE 3 FL RM 1,62.81,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903009,"903009, CATHETERS",MOUNT SINAI QUEENS,Yes,G18373,COOK MEDICAL INC,9/4/2024 12:00:00 AM,Q2142752,PURCHASE ORDER,NF,CATHETER SPRT 150CM 2.3FR CXI SS HDRPHG18373G18373,PMMPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETERS FOR GENERAL USE,G18373,INTERVENTIONAL RADIOLOGY,21050,CATHETERS,PP-CA-733,,CATHETER SPRT 150CM 2.3FR CXI SS HDRPH,903009,G18373,2,,2,2,1,2,2,378.98,378.98,102-107-11-21050-00000000000-0-0,NF,MSQ MAIN PURCHASING,MSQ MAIN PURCHASING,NF,NF,"DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETERS FOR GENERAL USE 
 
COOK MEDICAL INC",SYSTEM CREATED,Q 1722 INTR RAD 25-20 30TH AVE 3 FL RM 1,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,378.98,Q,MOUNT SINAI QUEENS,013017224245,False,PP-CA-733,,Yes,Yes,,428748,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903009, CATHETERS,9/4/2024 12:00:00 AM,CLOSED,4,189.49,CLOSED,EACH,9/4/2024 12:00:00 AM,NF,9/4/2024 12:00:00 AM,NF,9/4/2024 12:00:00 AM,MQIR007799,QSIGHT QUEENS  REQ INTERFACE,,,Q 1722 INTR RAD 25-20 30TH AVE 3 FL RM 1,378.98,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203402,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903009,"903009, CATHETERS",MOUNT SINAI QUEENS,Yes,G29981,COOK MEDICAL INC,7/18/2024 12:00:00 AM,Q2125663,PURCHASE ORDER,NF,SHEATH GUID 45CM 5FR 1.9MM FLXR CHFLG29981G29981,PMMPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G29981,INTERVENTIONAL RADIOLOGY,21050,CATHETERS,PP-CA-711,,SHEATH GUID 45CM 5FR 1.9MM FLXR CHFL,903009,G29981,2,,2,2,1,2,2,99.92,99.92,102-107-11-21050-00000000000-0-0,NF,MSQ MAIN PURCHASING,MSQ MAIN PURCHASING,NF,NF,"DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",SYSTEM CREATED,Q 1722 INTR RAD 25-20 30TH AVE 3 FL RM 1,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,99.92,Q,MOUNT SINAI QUEENS,013017224245,False,PP-CA-711,,Yes,Yes,,429412,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903009, CATHETERS,7/18/2024 12:00:00 AM,CLOSED,1,49.96,CLOSED,EACH,7/18/2024 12:00:00 AM,NF,7/18/2024 12:00:00 AM,NF,7/18/2024 12:00:00 AM,MQIR007659,QSIGHT QUEENS  REQ INTERFACE,,,Q 1722 INTR RAD 25-20 30TH AVE 3 FL RM 1,99.92,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"CARDIAC CATH LAB, 12501",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903043,"903043, NEEDLES & SYRINGES",MOUNT SINAI QUEENS,Yes,G00279,COOK MEDICAL INC,6/24/2024 12:00:00 AM,Q2116298,PURCHASE ORDER,NF,NEEDLE 2.5CM 21GA 1 PRT WO BSPLT PROCG00279G00279,PMMPOS,DIAGNOSTIC PROCEDURE NEEDLES,G00279,CARDIAC CATH LAB,12501,NEEDLES & SYRINGES,PP-CA-723,,NEEDLE 2.5CM 21GA 1 PRT WO BSPLT PROC,903043,G00279,70,,70,70,1,70,70,244.3,244.3,102-107-11-12501-00000000000-0-0,NF,MSQ MAIN PURCHASING,MSQ MAIN PURCHASING,NF,NF,"DIAGNOSTIC PROCEDURE NEEDLES 
 
COOK MEDICAL INC",SYSTEM CREATED,Q 1589 CARDIAC CATHLAB,"CARDIAC CATH LAB, 12501",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,244.3,Q,MOUNT SINAI QUEENS,013015894227,False,PP-CA-723,,Yes,Yes,,33517,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903043, NEEDLES & SYRINGES,6/24/2024 12:00:00 AM,CLOSED,1,3.49,CLOSED,EACH,6/24/2024 12:00:00 AM,NF,6/24/2024 12:00:00 AM,NF,6/24/2024 12:00:00 AM,MQCL-001288,QSIGHT QUEENS  REQ INTERFACE,,,Q 1589 CARDIAC CATHLAB,244.3,INJECTION AND ASPIRATION NEEDLES AND ACCESSORIES,42142530,PATIENT CARE AND TREATMENT PRODUCTS AND SUPPLIES,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"CARDIAC CATH LAB, 12501",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903043,"903043, NEEDLES & SYRINGES",MOUNT SINAI QUEENS,Yes,G00279,COOK MEDICAL INC,9/9/2024 12:00:00 AM,Q2144145,PURCHASE ORDER,NF,NEEDLE 2.5CM 21GA 1 PRT WO BSPLT PROCG00279G00279,PMMPOS,DIAGNOSTIC PROCEDURE NEEDLES,G00279,CARDIAC CATH LAB,12501,NEEDLES & SYRINGES,PP-CA-723,,NEEDLE 2.5CM 21GA 1 PRT WO BSPLT PROC,903043,G00279,70,,70,70,1,70,70,244.3,244.3,102-107-11-12501-00000000000-0-0,NF,MSQ MAIN PURCHASING,MSQ MAIN PURCHASING,NF,NF,"DIAGNOSTIC PROCEDURE NEEDLES 
 
COOK MEDICAL INC",SYSTEM CREATED,Q 1589 CARDIAC CATHLAB,"CARDIAC CATH LAB, 12501",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,244.3,Q,MOUNT SINAI QUEENS,013015894227,False,PP-CA-723,,Yes,Yes,,33517,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903043, NEEDLES & SYRINGES,9/9/2024 12:00:00 AM,CLOSED,1,3.49,CLOSED,EACH,9/9/2024 12:00:00 AM,NF,9/9/2024 12:00:00 AM,NF,9/9/2024 12:00:00 AM,MQCL-001428,QSIGHT QUEENS  REQ INTERFACE,,,Q 1589 CARDIAC CATHLAB,244.3,INJECTION AND ASPIRATION NEEDLES AND ACCESSORIES,42142530,PATIENT CARE AND TREATMENT PRODUCTS AND SUPPLIES,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI QUEENS,Yes,G47338,COOK MEDICAL INC,5/9/2024 12:00:00 AM,Q2100307,PURCHASE ORDER,NF,COIL EMBOLIZATION MICRO 0.018IN ID 3MM DIA 7CML PLATINUM SYNTHETIC FIBERED LOOPX7.4 NESTER LATEX-FREE MRI-CONDITIONAL NON-RADIOLUCENT STERILE SINGLE-USEG47338G47338,PMMPOS,VASCULAR COILS,G47338,OPERATING ROOM SUITE,12200,MED/SURG DISPOSABLE,PP-CA-701,,COIL EMBOLIZATION MICRO 0.018IN ID 3MM DIA 7CML PLATINUM SYNTHETIC FIBERED LOOPX7.4 NESTER LATEX-FREE MRI-CONDITIONAL NON-RADIOLUCENT STERILE SINGLE-USE,903037,G47338,10,,10,10,1,10,10,1094.9,1094.9,102-107-11-12200-00000000000-0-0,NF,MSQ MAIN PURCHASING,MSQ MAIN PURCHASING,NF,NF,"VASCULAR COILS 
 
COOK MEDICAL INC",SYSTEM CREATED,Q 1570 OR 25-20 30TH AVE 3RD FL A3-101,"OPERATING ROOM SUITE, 12200",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,1094.9,Q,MOUNT SINAI QUEENS,013015704220,False,PP-CA-701,,Yes,Yes,,594782,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903037, MED/SURG DISPOSABLE,5/9/2024 12:00:00 AM,CLOSED,1,109.49,CLOSED,EACH,5/9/2024 12:00:00 AM,NF,5/9/2024 12:00:00 AM,NF,5/9/2024 12:00:00 AM,2919988,"RODEL PASION, RENATO",,,Q RECVG MAIN,1094.9,CARDIOVASCULAR IMPLANTS,42296011,SURGICAL PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI QUEENS,COOK MEDICAL INC,MED/SURG DISPOSABLE,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI QUEENS,Yes,G59788,COOK MEDICAL INC,6/12/2024 12:00:00 AM,Q2112629,PURCHASE ORDER,NF,"ADVANCE SERENITY 18 HYDROPHILI PTA, BALLOON CATHERER, 4FR, 135CM LENGTH, .018G59788G59788",PMMPOS,MED/SURG DISPOSABLE,G59788,OPERATING ROOM SUITE,12200,MED/SURG DISPOSABLE,PP-CA-733,,"ADVANCE SERENITY 18 HYDROPHILI PTA, BALLOON CATHERER, 4FR, 135CM LENGTH, .018",903037,G59788,1,,1,1,1,1,1,215.49,215.49,102-107-11-12200-00000000000-0-0,NF,GADSDEN   CHONTE,"GADSDEN, CHONTE",NF,NF,"MED/SURG DISPOSABLE 
 
COOK MEDICAL INC",BUYER CREATED,Q 1570 OR 25-20 30TH AVE 3RD FL A3-101,"OPERATING ROOM SUITE, 12200",MOUNT SINAI QUEENS,NONCAT,CLOSED,MANUAL FAX/PHONE,TRUE,TRUE,215.49,Q,MOUNT SINAI QUEENS,013015704220,False,PP-CA-733,,Yes,Yes,,~[4851446],COOK MEDICAL INC,COOK MEDICAL INC,NF,1,No, ,NO,903037, MED/SURG DISPOSABLE,6/12/2024 12:00:00 AM,CLOSED,1,215.49,CLOSED,EACH,6/12/2024 12:00:00 AM,NF,6/12/2024 12:00:00 AM,NF,6/12/2024 12:00:00 AM,2933737,"SABAN, RAYDUAN",,,Q RECVG MAIN,215.49,NF,NF,NF,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"OR SUITE VASCULAR SURGERY, 12214",MOUNT SINAI WEST,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903003,"903003, ANGIOPLASTY BALLOON CATHETERS",MOUNT SINAI WEST,Yes,G03831,COOK MEDICAL INC,4/2/2024 12:00:00 AM,1442513,GOODS,NF,CATHETER OCCLUSION BALLOON DILATATION CODA POLYURETHANE L120 CM ODSEC32 MM ACCEPTS .035 IN GUIDEWIRE 12 FR INTRODUCERG03831G03831,ORAPOS,ANGIOPLASTY BALLOON CATHETERS,G03831,OR SUITE VASCULAR SURGERY,12214,ANGIOPLASTY BALLOON CATHETERS,MSHS-CVIR-008,,CATHETER OCCLUSION BALLOON DILATATION CODA POLYURETHANE L120 CM ODSEC32 MM ACCEPTS .035 IN GUIDEWIRE 12 FR INTRODUCER,903003,G03831,1,1,1,1,1,1,1,443,443,301-301-11-12214-00000000000-0-0,NF,PERNELL   JOURNEE,"PERNELL, JOURNEE",NF,NF,"ANGIOPLASTY BALLOON CATHETERS 
 
COOK MEDICAL INC",BUYER CREATED,RH 2646 1109,"OR SUITE VASCULAR SURGERY, 12214",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,443,CHP,MOUNT SINAI WEST,1109-900198-01-2646-0000000000-0000-000-000,False,MSHS-CVIR-008,,Yes,Yes,443,8013031,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903003, ANGIOPLASTY BALLOON CATHETERS,4/2/2024 12:00:00 AM,CLOSED,4-1-1,443,APPROVED,EACH,4/2/2024 12:00:00 AM,NF,5/3/2024 12:00:00 AM,NF,4/2/2024 12:00:00 AM,3334851,"MCLEOD, KENRICK CHRISTOPHER",,,RH ROOSEVELT,443,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203405,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
