VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,REQ_SOURCE,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE,ALIAS,ATTRIBUTE49,Buyer,Buyer Name,CATEGORY_CODE,CATEGORY_NAME,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,GL_ENTITY,Has Contract (1),Has Contract Old,INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PO_PROCESSING_TYPE,PO_UPDATE_DATE,PunchOut Detail,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Vend Name,VendCode
COOK MEDICAL INC,2024,"Operating Room - G Wing, 2237",S NASSAU,COOK MEDICAL INC,OTHER IMPLANTS,True,True,CLOSED,,,S NASSAU,Yes,G46439,COOK MEDICAL INC,10/18/2024 12:00:00 AM,8353018,Special-Special_,,6 X 24 BLACK SILICONE STENTG46439G46439,LAWPOS,OTHER IMPLANTS,G46439,Operating Room - G Wing,2237,Other Implants,ACU-OR-071,,6 X 24 BLACK SILICONE STENT,,G46439,,1,,1,1,1,0,121,121,,,Suzanne English,Suzanne English,NF,NF,"OTHER IMPLANTS 
 
COOK MEDICAL INC",,Operating Room - G Wing,"Operating Room - G Wing, 2237",S NASSAU,,CLOSED,,FALSE,FALSE,121,S NASSAU,S NASSAU,,False,ACU-OR-071,,Yes,Yes,,G46439,COOK MEDICAL INC,COOK MEDICAL INC,,,No, ,NO,,,,CLOSED,1,121,CLOSED,EA,10/18/2024 12:00:00 AM,,,NF,,,Camille Cox,,,OR,121,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2024,"Operating Room - G Wing, 2237",S NASSAU,COOK MEDICAL INC,MED SURG SUPPLIES,True,True,CLOSED,,,S NASSAU,Yes,G36251,COOK MEDICAL INC,8/29/2024 12:00:00 AM,8348238,Special-Special_,,N-COMPASS NITONOL STONE EXTRACG36251G36251,LAWPOS,MED SURG SUPPLIES,G36251,Operating Room - G Wing,2237,Med Surg Supplies,PP-OR-2506,,N-COMPASS NITONOL STONE EXTRAC,,G36251,,2,,2,1,2,0,670,670,,,Suzanne English,Suzanne English,NF,NF,"MED SURG SUPPLIES 
 
COOK MEDICAL INC",,Operating Room - G Wing,"Operating Room - G Wing, 2237",S NASSAU,,CLOSED,,FALSE,FALSE,670,S NASSAU,S NASSAU,,False,PP-OR-2506,,Yes,Yes,,G36251,COOK MEDICAL INC,COOK MEDICAL INC,,,No, ,NO,,,,CLOSED,3,335,CLOSED,EA,8/29/2024 12:00:00 AM,,,NF,,,Camille Cox,,,OR,670,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2024,"Operating Room - G Wing, 2237",S NASSAU,COOK MEDICAL INC,OTHER IMPLANTS,True,True,CLOSED,,,S NASSAU,Yes,G34112,COOK MEDICAL INC,8/2/2024 12:00:00 AM,8345465,Special-Special_,,METALLIC STENT AND POSITONINGG34112G34112,LAWPOS,OTHER IMPLANTS,G34112,Operating Room - G Wing,2237,Other Implants,ACU-OR-071,,METALLIC STENT AND POSITONING,,G34112,,20,,20,1,20,0,17808,17808,,,Suzanne English,Suzanne English,NF,NF,"OTHER IMPLANTS 
 
COOK MEDICAL INC",,Operating Room - G Wing,"Operating Room - G Wing, 2237",S NASSAU,,CLOSED,,FALSE,FALSE,17808,S NASSAU,S NASSAU,,False,ACU-OR-071,,Yes,Yes,,G34112,COOK MEDICAL INC,COOK MEDICAL INC,,,No, ,NO,,,,CLOSED,1,890.4,CLOSED,EA,8/2/2024 12:00:00 AM,,,NF,,,Camille Cox,,,OR,17808,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2026,"Operating Room - G Wing, 2237",S NASSAU,COOK MEDICAL INC,OTHER IMPLANTS,True,True,CLOSED,,,S NASSAU,Yes,G46439,COOK MEDICAL INC,1/30/2026 12:00:00 AM,8395896,Special-Special_,,6 X24 BLACK SILICONE STENTG46439G46439,LAWPOS,OTHER IMPLANTS,G46439,Operating Room - G Wing,2237,Other Implants,ACU-OR-071,,6 X24 BLACK SILICONE STENT,,G46439,,1,,1,1,1,0,121,121,,,Suzanne English,Suzanne English,,,"OTHER IMPLANTS 
 
COOK MEDICAL INC",,Operating Room - G Wing,"Operating Room - G Wing, 2237",S NASSAU,,CLOSED,,FALSE,FALSE,121,S NASSAU,S NASSAU,,False,ACU-OR-071,,Yes,Yes,,G46439,COOK MEDICAL INC,COOK MEDICAL INC,,,No, ,NO,,,,CLOSED,2,121,CLOSED,EA,1/30/2026 12:00:00 AM,,,NF,,,Camille Cox,,,OR,121,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2025,"Endoscopy Room, 2232",S NASSAU,COOK MEDICAL INC,MED SURG SUPPLIES,True,True,CLOSED,,,S NASSAU,No,G59746,COOK MEDICAL INC,3/14/2025 12:00:00 AM,8367348,Special-Special_,,ECHOTIP ACUCORE ULTRASOUND BIOG59746G59746,LAWPOS,MED SURG SUPPLIES,G59746,Endoscopy Room,2232,Med Surg Supplies,,,ECHOTIP ACUCORE ULTRASOUND BIO,,G59746,,5,,5,1,5,0,2080,2080,,,Isa Shachove,Isa Shachove,NF,NF,"MED SURG SUPPLIES 
 
COOK MEDICAL INC",,MM - Store Room,"Endoscopy Room, 2232",S NASSAU,,CLOSED,,FALSE,FALSE,2080,S NASSAU,S NASSAU,,True,,,No,No,,G59746,COOK MEDICAL INC,COOK MEDICAL INC,,,No, ,NO,,,,CLOSED,1,416,CLOSED,EA,3/14/2025 12:00:00 AM,,,NF,,,Daphney Michel,,,STORE,2080,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2024,"Operating Room - G Wing, 2237",S NASSAU,COOK MEDICAL INC,MED SURG SUPPLIES,True,True,CLOSED,,,S NASSAU,Yes,G13070,COOK MEDICAL INC,8/29/2024 12:00:00 AM,8348238,Special-Special_,,THREE WAY MULTIPURPOSE ADAPTERG13070G13070,LAWPOS,MED SURG SUPPLIES,G13070,Operating Room - G Wing,2237,Med Surg Supplies,PP-OR-2506,,THREE WAY MULTIPURPOSE ADAPTER,,G13070,,2,,2,1,2,0,84,84,,,Suzanne English,Suzanne English,NF,NF,"MED SURG SUPPLIES 
 
COOK MEDICAL INC",,Operating Room - G Wing,"Operating Room - G Wing, 2237",S NASSAU,,CLOSED,,FALSE,FALSE,84,S NASSAU,S NASSAU,,False,PP-OR-2506,,Yes,Yes,,G13070,COOK MEDICAL INC,COOK MEDICAL INC,,,No, ,NO,,,,CLOSED,2,42,CLOSED,EA,8/29/2024 12:00:00 AM,,,NF,,,Camille Cox,,,OR,84,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2025,"Endoscopy Room, 2232",S NASSAU,COOK MEDICAL INC,OTHER IMPLANTS,True,True,CLOSED,,,S NASSAU,Yes,G22012,COOK MEDICAL INC,6/18/2025 12:00:00 AM,8376210,Special-Special_,,COTTON-LEUNG BILIARY STENTG22012G22012,LAWPOS,OTHER IMPLANTS,G22012,Endoscopy Room,2232,Other Implants,PP-OR-2506,,COTTON-LEUNG BILIARY STENT,,G22012,,2,,2,1,2,0,124,124,,,Isa Shachove,Isa Shachove,NF,NF,"OTHER IMPLANTS 
 
COOK MEDICAL INC",,MM - Store Room,"Endoscopy Room, 2232",S NASSAU,,CLOSED,,FALSE,FALSE,124,S NASSAU,S NASSAU,,False,PP-OR-2506,,Yes,Yes,,G22012,COOK MEDICAL INC,COOK MEDICAL INC,,,No, ,NO,,,,CLOSED,6,62,CLOSED,EA,6/18/2025 12:00:00 AM,,,NF,,,Daphney Michel,,,STORE,124,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2025,"Operating Room - G Wing, 2237",S NASSAU,COOK MEDICAL INC,OTHER IMPLANTS,True,True,CLOSED,,,S NASSAU,Yes,G46441,COOK MEDICAL INC,4/23/2025 12:00:00 AM,8371132,Special-Special_,,6 X 28 BLACK SILICONE STENTG46441G46441,LAWPOS,OTHER IMPLANTS,G46441,Operating Room - G Wing,2237,Other Implants,ACU-OR-071,,6 X 28 BLACK SILICONE STENT,,G46441,,1,,1,1,1,0,121,121,,,Suzanne English,Suzanne English,NF,NF,"OTHER IMPLANTS 
 
COOK MEDICAL INC",,Operating Room - G Wing,"Operating Room - G Wing, 2237",S NASSAU,,CLOSED,,FALSE,FALSE,121,S NASSAU,S NASSAU,,False,ACU-OR-071,,Yes,Yes,,G46441,COOK MEDICAL INC,COOK MEDICAL INC,,,No, ,NO,,,,CLOSED,2,121,CLOSED,EA,4/23/2025 12:00:00 AM,,,NF,,,Camille Cox,,,OR,121,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2025,,S NASSAU,COOK MEDICAL,,True,True,OPEN,,,S NASSAU,No,G03278,COOK MEDICAL,2/12/2025 12:00:00 AM,8364295,Inventory-Inventory_,,CATH PIGTAIL PNEUMOTHORAXG03278G03278,LAWPOS,,G03278,,,,,,CATH PIGTAIL PNEUMOTHORAX,,G03278,,0,,10,1,10,0,1120,1120,,,Anthony Battaglia,Anthony Battaglia,NF,NF,,,MM - Store Room,,S NASSAU,,OPEN,,FALSE,FALSE,1119.9,S NASSAU,S NASSAU,,True,,,No,No,,4281,COOK MEDICAL,COOK MEDICAL,,,No, ,NO,,,,OPEN,1,112,OPEN,EA,2/12/2025 12:00:00 AM,,,NF,,,Eduardo Corona,,,STORE,1119,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2026,"Operating Room - G Wing, 2237",S NASSAU,COOK MEDICAL,MED SURG SUPPLIES,True,True,OPEN,,,S NASSAU,Yes,G57691,COOK MEDICAL,3/6/2026 12:00:00 AM,8398960,Non-Stock-Non-Stock_,,KIT RHINO TRACH INTRODUCER SZ8G57691G57692,LAWPOS,MED SURG SUPPLIES,G57692,Operating Room - G Wing,2237,Med Surg Supplies,MSHS-COOK MEDICAL-001,,KIT RHINO TRACH INTRODUCER SZ8,,G57691,,0,,4,1,4,0,1818,1818,,,Suzanne English,Suzanne English,,,"MED SURG SUPPLIES 
 
COOK MEDICAL",,Operating Room - G Wing,"Operating Room - G Wing, 2237",S NASSAU,,OPEN,,FALSE,FALSE,1818,S NASSAU,S NASSAU,,False,MSHS-COOK MEDICAL-001,,Yes,Yes,,49548,COOK MEDICAL,COOK MEDICAL,,,No, ,NO,,,,OPEN,1,454.5,OPEN,EA,3/6/2026 12:00:00 AM,,,NF,,,Sam Sylvestre,,,OR,1818,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2025,"Interventional Radiology, 3313",S NASSAU,COOK MEDICAL,THORACIC SUPPLIES,True,True,OPEN,,,S NASSAU,Yes,G08677,COOK MEDICAL,4/7/2025 12:00:00 AM,8369693,Non-Stock-Non-Stock_,,CATHETER ANGIOGRAPHIC 5FR DIAG08677G08677,LAWPOS,THORACIC SUPPLIES,G08677,Interventional Radiology,3313,Thoracic Supplies,PP-CA-733,,CATHETER ANGIOGRAPHIC 5FR DIA,,G08677,,2,,6,1,2,0,230,230,,,Isa Shachove,Isa Shachove,NF,NF,"THORACIC SUPPLIES 
 
COOK MEDICAL",,MM - Store Room,"Interventional Radiology, 3313",S NASSAU,,OPEN,,FALSE,FALSE,689.9,S NASSAU,S NASSAU,,False,PP-CA-733,,Yes,Yes,,76049,COOK MEDICAL,COOK MEDICAL,,,No, ,NO,,,,OPEN,1,115,OPEN,EA,4/7/2025 12:00:00 AM,,,NF,,,Stephanie Keane,,,STORE,689,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2025,"Cerebral Vascular Center, 3396",S NASSAU,COOK MEDICAL INC,MED SURG SUPPLIES,True,True,OPEN,,,S NASSAU,Yes,G43793,COOK MEDICAL INC,8/22/2025 12:00:00 AM,8381724,Service-Service_Bill Only,,Zilver 518 vascular self expanG43793G43793,LAWPOS,MED SURG SUPPLIES,G43793,Cerebral Vascular Center,3396,Med Surg Supplies,PP-CA-748,,Zilver 518 vascular self expan,,G43793,,0,,1,1,1,0,997.5,997.5,,,Isa Shachove,Isa Shachove,NF,NF,"MED SURG SUPPLIES 
 
COOK MEDICAL INC",,MM - Store Room,"Cerebral Vascular Center, 3396",S NASSAU,,OPEN,,FALSE,FALSE,997.5,S NASSAU,S NASSAU,,False,PP-CA-748,,Yes,Yes,,G43793,COOK MEDICAL INC,COOK MEDICAL INC,,,No, ,NO,,,,OPEN,1,997.5,OPEN,EA,8/22/2025 12:00:00 AM,,,NF,,,Christopher Nastri,,,STORE,997,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2024,"ENDOSCOPY, 12261",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G31902,COOK MEDICAL INC,9/12/2024 12:00:00 AM,M2145831,PURCHASE ORDER,NF,INTRODUCER ACCESSORYG31902G31902,PMMPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G31902,ENDOSCOPY,12261,MED/SURG DISPOSABLE,PP-OR-2506,,INTRODUCER ACCESSORY,903037,G31902,5,,5,5,50,250,250,580,580,101-101-11-12261-00000000000-0-0,NF,IKRAM   UMAIR,"IKRAM, UMAIR",NF,NF,"DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",BUYER CREATED,M 0780 OR ENDO 1184 5TH AV 7FL,"ENDOSCOPY, 12261",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,580,M,MOUNT SINAI HOSPITAL,010407804220,False,PP-OR-2506,,Yes,Yes,,210631,COOK MEDICAL INC,COOK MEDICAL INC,50/PK 1/EA,50,No, ,NO,903037, MED/SURG DISPOSABLE,9/12/2024 12:00:00 AM,CLOSED,1,116,CLOSED,PACKAGE,9/12/2024 12:00:00 AM,NF,9/13/2024 12:00:00 AM,NF,9/12/2024 12:00:00 AM,2970513,"BAUTISTA, RONALD",,,M 0780 OR ENDO 1184 5TH AV 7FL,580,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G02278,COOK MEDICAL INC,5/10/2024 12:00:00 AM,M2100759,PURCHASE ORDER,NF,TUBE CONNECTING VINYL 14F 30CM STOPCOCKG02278G02278,PMMPOS,URINARY DRAINAGE TUBES,G02278,INTERVENTIONAL RADIOLOGY,21050,MED/SURG DISPOSABLE,PP-CA-723,,TUBE CONNECTING VINYL 14F 30CM STOPCOCK,903037,G02278,100,,100,100,1,100,100,1549,1549,101-101-11-21050-00000000000-0-0,NF,GADSDEN   CHONTE,"GADSDEN, CHONTE",NF,NF,"URINARY DRAINAGE TUBES 
 
COOK MEDICAL INC",BUYER CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,1549,M,MOUNT SINAI HOSPITAL,010401464220,False,PP-CA-723,,Yes,Yes,,152704,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903037, MED/SURG DISPOSABLE,5/10/2024 12:00:00 AM,CLOSED,1,15.49,CLOSED,EACH,5/10/2024 12:00:00 AM,NF,5/10/2024 12:00:00 AM,NF,5/10/2024 12:00:00 AM,2920215,"RODRIGUEZ, MICHAEL",,,M 0146 INTERVENTIONAL RADIOLOGY,1549,UROLOGICAL TREATMENT PRODUCTS AND SUPPLIES,42142710,PATIENT CARE AND TREATMENT PRODUCTS AND SUPPLIES,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"ENDOSCOPY, 12261",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,G22011,COOK MEDICAL INC,9/6/2024 12:00:00 AM,M2143451,PURCHASE ORDER,NF,STENT 8.5-12 COTTON-LEUNG BILLIARYG22011G22011,PMMPOS,BILIARY STENTS,G22011,ENDOSCOPY,12261,IMPLANTS,PP-OR-2506,,STENT 8.5-12 COTTON-LEUNG BILLIARY,903030,G22011,5,,5,5,1,5,5,300,300,101-101-11-12261-00000000000-0-0,NF,IKRAM   UMAIR,"IKRAM, UMAIR",NF,NF,"BILIARY STENTS 
 
COOK MEDICAL INC",BUYER CREATED,M 0780 OR ENDO 1184 5TH AV 7FL,"ENDOSCOPY, 12261",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,300,M,MOUNT SINAI HOSPITAL,010407804229,False,PP-OR-2506,,Yes,Yes,,27177,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903030, IMPLANTS,9/6/2024 12:00:00 AM,CLOSED,1,60,CLOSED,EACH,9/6/2024 12:00:00 AM,NF,9/9/2024 12:00:00 AM,NF,9/6/2024 12:00:00 AM,2967913,"BAUTISTA, RONALD",,,M 0780 OR ENDO 1184 5TH AV 7FL,300,STENTS,42295910,SURGICAL PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903004,"903004, BARE METAL STENTS",MOUNT SINAI QUEENS,Yes,G18376,COOK MEDICAL INC,6/5/2024 12:00:00 AM,Q2109747,PURCHASE ORDER,NF,CATHETER SPRT 150CM 2.3FR CXI SS HDRPHG18376G18376,PMMPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETERS FOR GENERAL USE,G18376,OPERATING ROOM SUITE,12200,BARE METAL STENTS,PP-CA-733,,CATHETER SPRT 150CM 2.3FR CXI SS HDRPH,903004,G18376,10,,10,10,1,10,10,1894.9,1894.9,102-107-11-12200-00000000000-0-0,NF,IKRAM   UMAIR,"IKRAM, UMAIR",NF,NF,"DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETERS FOR GENERAL USE 
 
COOK MEDICAL INC",BUYER CREATED,Q 1570 OR 25-20 30TH AVE 3RD FL A3-101,"OPERATING ROOM SUITE, 12200",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,1894.9,Q,MOUNT SINAI QUEENS,013015704254,False,PP-CA-733,,Yes,Yes,,428746,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903004, BARE METAL STENTS,6/5/2024 12:00:00 AM,CLOSED,1,189.49,CLOSED,EACH,6/5/2024 12:00:00 AM,NF,6/5/2024 12:00:00 AM,NF,6/5/2024 12:00:00 AM,2930561,"RODEL PASION, RENATO",,,Q RECVG MAIN,1894.9,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203402,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI QUEENS,Yes,G57926,COOK MEDICAL INC,6/26/2024 12:00:00 AM,Q2117641,PURCHASE ORDER,NF,CATHETER BLLN DIL 3MM 150CM 4CM ILC FMRG57926G57926,PMMPOS,ANGIOPLASTY BALLOON CATHETERS,G57926,OPERATING ROOM SUITE,12200,MED/SURG DISPOSABLE,PP-CA-733,PP-CA-551,CATHETER BLLN DIL 3MM 150CM 4CM ILC FMR,903037,G57926,1,,1,1,1,1,1,215.49,215.49,102-107-11-12200-00000000000-0-0,NF,GADSDEN   CHONTE,"GADSDEN, CHONTE",NF,NF,"ANGIOPLASTY BALLOON CATHETERS 
 
COOK MEDICAL INC",BUYER CREATED,Q 1570 OR 25-20 30TH AVE 3RD FL A3-101,"OPERATING ROOM SUITE, 12200",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,215.49,Q,MOUNT SINAI QUEENS,013015704220,False,PP-CA-733,,Yes,Yes,,816240,COOK MEDICAL INC,COOK MEDICAL INC,1/BX 1/EA,1,No, ,NO,903037, MED/SURG DISPOSABLE,6/26/2024 12:00:00 AM,CLOSED,11,215.49,CLOSED,EACH,6/26/2024 12:00:00 AM,NF,6/27/2024 12:00:00 AM,NF,6/26/2024 12:00:00 AM,2939437,"SABAN, RAYDUAN",,,Q RECVG MAIN,215.49,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203405,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"EMERGENCY DEPARTMENT, 14100",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI QUEENS,Yes,G56535,COOK MEDICAL INC,4/15/2024 12:00:00 AM,Q2090716,PURCHASE ORDER,NF,SET DRNG WAYNE PNMTHRXG56535G56535,PMMPOS,SURGICAL DRAINS OR DRAIN SETS,G56535,EMERGENCY DEPARTMENT,14100,MED/SURG DISPOSABLE,MSHS-COOK MEDICAL-001,,SET DRNG WAYNE PNMTHRX,903037,G56535,5,,5,5,1,5,5,992.5,992.5,102-107-11-14100-00000000000-0-0,NF,GADSDEN   CHONTE,"GADSDEN, CHONTE",NF,NF,"SURGICAL DRAINS OR DRAIN SETS 
 
COOK MEDICAL INC",BUYER CREATED,Q 1541 ED SPECIALTY 25-10 30TH AVE 1FL,"EMERGENCY DEPARTMENT, 14100",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,992.5,Q,MOUNT SINAI QUEENS,013015414220,False,MSHS-COOK MEDICAL-001,,Yes,Yes,,480417,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903037, MED/SURG DISPOSABLE,4/15/2024 12:00:00 AM,CLOSED,1,198.5,CLOSED,EACH,4/15/2024 12:00:00 AM,NF,4/15/2024 12:00:00 AM,NF,4/15/2024 12:00:00 AM,2909570,"LUNA, ALYJAH",,,Q RECVG MAIN,992.5,SURGICAL SUPPORT SUPPLIES,42295453,SURGICAL PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G56236,COOK MEDICAL INC,8/13/2024 12:00:00 AM,M2134996,PURCHASE ORDER,NF,INTRODUCER SHTH 6FR .087IN 55CM ANL1 CRVG56236G56236,PMMPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G56236,OR SUITE GENERAL SURGERY,12207,MED/SURG DISPOSABLE,PP-CA-711,,INTRODUCER SHTH 6FR .087IN 55CM ANL1 CRV,903037,G56236,2,,2,2,1,2,2,125.62,125.62,101-101-11-12207-00000000000-0-0,NF,DIAZ   VANESSA,"DIAZ, VANESSA",NF,NF,"DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",BUYER CREATED,M 0729 OR VASCULAR GP3E,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EMAIL,TRUE,TRUE,125.62,M,MOUNT SINAI HOSPITAL,010407774220,False,PP-CA-711,,Yes,Yes,,247035,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903037, MED/SURG DISPOSABLE,8/13/2024 12:00:00 AM,CLOSED,1,62.81,CLOSED,EACH,8/13/2024 12:00:00 AM,NF,8/14/2024 12:00:00 AM,NF,8/13/2024 12:00:00 AM,2958357,"ASHLEY, SHANNON",,,M 0729 OR VASCULAR GP3E,125.62,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
