VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE,ALIAS,ATTRIBUTE49,Buyer,Buyer Name,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,Has Contract Old,INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PunchOut Detail,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND (1),SPEND % (for Trend),SPEND_VALUE 1,Unspsc Class,Unspsc Code,Unspsc Family,Vend Name,VendCode
BOSTON SCIENTIFIC CORP,2023,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC CORP,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC CORP,3/8/2023 12:00:00 AM,M1939842,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,ENDOPROSTHESIS OR WALL STENTS OR TUBES,M001719050,INTERVENTIONAL RADIOLOGY,01040146,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,1,,1,1,1,1,1,2170,2170,101-101-11-21050-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ENDOPROSTHESIS OR WALL STENTS OR TUBES 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,M,MOUNT SINAI HOSPITAL,010401464229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,1/EA,1,No, ,NO,4229, IMPLANTS,3/8/2023 12:00:00 AM,CLOSED,5,2170,CLOSED,EACH,NF,3/8/2023 12:00:00 AM,MSIR023641,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,M 0146 INTERVENTIONAL RADIOLOGY,2170,2170,2170,STENTS,42295905,SURGICAL PRODUCTS,BOSTON SCIENTIFIC CORP,BSSCIS
BOSTON SCIENTIFIC CORP,2023,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC CORP,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC CORP,2/22/2023 12:00:00 AM,M1934751,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,ENDOPROSTHESIS OR WALL STENTS OR TUBES,M001719050,INTERVENTIONAL RADIOLOGY,01040146,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,1,,1,1,1,1,1,2170,2170,101-101-11-21050-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ENDOPROSTHESIS OR WALL STENTS OR TUBES 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,M,MOUNT SINAI HOSPITAL,010401464229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,1/EA,1,No, ,NO,4229, IMPLANTS,2/22/2023 12:00:00 AM,CLOSED,3,2170,CLOSED,EACH,NF,2/22/2023 12:00:00 AM,MSIR023428,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,M 0146 INTERVENTIONAL RADIOLOGY,2170,2170,2170,STENTS,42295905,SURGICAL PRODUCTS,BOSTON SCIENTIFIC CORP,BSSCIS
BOSTON SCIENTIFIC CORP,2023,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC CORP,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC CORP,9/5/2023 12:00:00 AM,M2005717,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,ENDOPROSTHESIS OR WALL STENTS OR TUBES,M001719050,INTERVENTIONAL RADIOLOGY,01040146,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,1,,1,1,1,1,1,2170,2170,101-101-11-21050-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ENDOPROSTHESIS OR WALL STENTS OR TUBES 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,M,MOUNT SINAI HOSPITAL,010401464229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,1/EA,1,No, ,NO,4229, IMPLANTS,9/5/2023 12:00:00 AM,CLOSED,5,2170,CLOSED,EACH,NF,9/5/2023 12:00:00 AM,MSIR026772,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,M 0146 INTERVENTIONAL RADIOLOGY,2170,2170,2170,STENTS,42295905,SURGICAL PRODUCTS,BOSTON SCIENTIFIC CORP,BSSCIS
BOSTON SCIENTIFIC CORP,2023,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC CORP,IMPLANTS,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC CORP,5/23/2023 12:00:00 AM,M1967670,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,IMPLANTS,M001719050,INTERVENTIONAL RADIOLOGY,01040146,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,1,,1,1,1,1,1,2170,2170,101-101-11-21050-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"IMPLANTS 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,M,MOUNT SINAI HOSPITAL,010401464229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,NF,1,No, ,NO,4229, IMPLANTS,5/23/2023 12:00:00 AM,CLOSED,5,2170,CLOSED,EACH,NF,5/23/2023 12:00:00 AM,MSIR024977,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,M 0146 INTERVENTIONAL RADIOLOGY,2170,2170,2170,NF,NF,NF,BOSTON SCIENTIFIC CORP,BSSCIS
BOSTON SCIENTIFIC CORP,2025,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC,1/14/2025 12:00:00 AM,M3042134,GOODS,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,ORAPOS,IMPLANTS,M001719050,INTERVENTIONAL RADIOLOGY,21050,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,903030,M001719050,1,1,1,1,,,,2170,2170,NF,NF,VEGA WILLIAM,VEGA WILLIAM,"IMPLANTS 
 
BOSTON SCIENTIFIC",Y,21050 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-21050-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-CA-237,Yes,2170,8171479,BOSTON SCIENTIFIC,BOSTON SCIENTIFIC,NF,1,No, ,NO,903030, IMPLANTS,1/14/2025 12:00:00 AM,CLOSED,8-1-1,2170,CLOSED,EACH,NF,1/14/2025 12:00:00 AM,QS10275063,BAUTISTA RONALD,,,MOUNT SINAI HOSPITAL - RECVG MAIN,2170,2170,2170,NF,NF,NF,BOSTON SCIENTIFIC CORP,3160
BOSTON SCIENTIFIC CORP,2024,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC CORP,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC CORP,4/24/2024 12:00:00 AM,M2094408,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,ENDOPROSTHESIS OR WALL STENTS OR TUBES,M001719050,INTERVENTIONAL RADIOLOGY,01040146,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,1,,1,1,1,1,1,2170,2170,101-101-11-21050-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ENDOPROSTHESIS OR WALL STENTS OR TUBES 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,M,MOUNT SINAI HOSPITAL,010401464229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,1/EA,1,No, ,NO,4229, IMPLANTS,4/24/2024 12:00:00 AM,CLOSED,2,2170,CLOSED,EACH,NF,4/24/2024 12:00:00 AM,MSIR030771,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,M 0146 INTERVENTIONAL RADIOLOGY,2170,2170,2170,STENTS,42295905,SURGICAL PRODUCTS,BOSTON SCIENTIFIC CORP,BSSCIS
BOSTON SCIENTIFIC CORP,2025,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC,5/28/2025 12:00:00 AM,M3104977,GOODS,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,ORAPOS,IMPLANTS,M001719050,INTERVENTIONAL RADIOLOGY,21050,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,903030,M001719050,1,1,1,1,,,,2170,2170,NF,NF,BUCHANAN   MRS. STEPHANIE,"BUCHANAN, MRS. STEPHANIE","IMPLANTS 
 
BOSTON SCIENTIFIC",Y,21050 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-21050-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-CA-237,Yes,2170,8171479,BOSTON SCIENTIFIC,BOSTON SCIENTIFIC,NF,1,No, ,NO,903030, IMPLANTS,5/28/2025 12:00:00 AM,CLOSED,2-1-1,2170,CLOSED,EACH,NF,5/28/2025 12:00:00 AM,QS10691847,RODRIGUEZ MICHAEL,,,MOUNT SINAI HOSPITAL - RECVG MAIN,2170,2170,2170,NF,NF,NF,BOSTON SCIENTIFIC CORP,3160
BOSTON SCIENTIFIC CORP,2025,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC,2/18/2025 12:00:00 AM,M3059281,GOODS,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,ORAPOS,IMPLANTS,M001719050,INTERVENTIONAL RADIOLOGY,21050,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,903030,M001719050,1,1,1,1,,,,2170,2170,NF,NF,VEGA WILLIAM,VEGA WILLIAM,"IMPLANTS 
 
BOSTON SCIENTIFIC",Y,21050 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-21050-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-CA-237,Yes,2170,8171479,BOSTON SCIENTIFIC,BOSTON SCIENTIFIC,NF,1,No, ,NO,903030, IMPLANTS,2/18/2025 12:00:00 AM,CLOSED,1-1-1,2170,CLOSED,EACH,NF,2/18/2025 12:00:00 AM,QS10380902,BAUTISTA RONALD,,,MOUNT SINAI HOSPITAL - RECVG MAIN,2170,2170,2170,NF,NF,NF,BOSTON SCIENTIFIC CORP,3160
BOSTON SCIENTIFIC CORP,2024,"STROKE PROGRAM, 01301735",MOUNT SINAI QUEENS,BOSTON SCIENTIFIC CORP,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI QUEENS,Yes,M001719050,BOSTON SCIENTIFIC CORP,4/4/2024 12:00:00 AM,Q2087101,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,ENDOPROSTHESIS OR WALL STENTS OR TUBES,M001719050,STROKE PROGRAM,01301735,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,1,,1,1,1,1,1,2170,2170,102-107-11-13055-00000000000-0-0,NF,MSQ MAIN PURCHASING,MSQ MAIN PURCHASING,"ENDOPROSTHESIS OR WALL STENTS OR TUBES 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,Q 1735 STROKE PROGRAM 25-10 30TH AVE,"STROKE PROGRAM, 01301735",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,Q,MOUNT SINAI QUEENS,013017354229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,1/EA,1,No, ,NO,4229, IMPLANTS,4/4/2024 12:00:00 AM,CLOSED,2,2170,CLOSED,EACH,NF,4/4/2024 12:00:00 AM,MQSC-002130,QSIGHT QUEENS  REQ INTERFACE,,,Q 1735 STROKE PROGRAM 25-10 30TH AVE,2170,2170,2170,STENTS,42295905,SURGICAL PRODUCTS,BOSTON SCIENTIFIC CORP,BSSCIS
BOSTON SCIENTIFIC CORP,2023,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC CORP,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC CORP,3/28/2023 12:00:00 AM,M1947194,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,ENDOPROSTHESIS OR WALL STENTS OR TUBES,M001719050,INTERVENTIONAL RADIOLOGY,01040146,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,1,,1,1,1,1,1,2170,2170,101-101-11-21050-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ENDOPROSTHESIS OR WALL STENTS OR TUBES 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,M,MOUNT SINAI HOSPITAL,010401464229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,1/EA,1,No, ,NO,4229, IMPLANTS,3/28/2023 12:00:00 AM,CLOSED,2,2170,CLOSED,EACH,NF,3/28/2023 12:00:00 AM,MSIR024002,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,M 0146 INTERVENTIONAL RADIOLOGY,2170,2170,2170,STENTS,42295905,SURGICAL PRODUCTS,BOSTON SCIENTIFIC CORP,BSSCIS
BOSTON SCIENTIFIC CORP,2024,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC CORP,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,OPEN,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC CORP,3/12/2024 12:00:00 AM,M2077527,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,ENDOPROSTHESIS OR WALL STENTS OR TUBES,M001719050,INTERVENTIONAL RADIOLOGY,01040146,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,,,0,2,1,2,0,4340,4340,101-101-11-21050-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ENDOPROSTHESIS OR WALL STENTS OR TUBES 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,ACTIVE,OPEN,EDI,TRUE,TRUE,4340,M,MOUNT SINAI HOSPITAL,010401464229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,1/EA,1,No, ,NO,4229, IMPLANTS,3/12/2024 12:00:00 AM,OPEN,3,2170,OPEN,EACH,NF,3/12/2024 12:00:00 AM,MSIR030020,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,M 0146 INTERVENTIONAL RADIOLOGY,4340,0,4340,STENTS,42295905,SURGICAL PRODUCTS,BOSTON SCIENTIFIC CORP,BSSCIS
BOSTON SCIENTIFIC CORP,2023,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC CORP,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC CORP,5/1/2023 12:00:00 AM,M1959643,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,ENDOPROSTHESIS OR WALL STENTS OR TUBES,M001719050,INTERVENTIONAL RADIOLOGY,01040146,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,1,,1,1,1,1,1,2170,2170,101-101-11-21050-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ENDOPROSTHESIS OR WALL STENTS OR TUBES 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,M,MOUNT SINAI HOSPITAL,010401464229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,1/EA,1,No, ,NO,4229, IMPLANTS,5/1/2023 12:00:00 AM,CLOSED,1,2170,CLOSED,EACH,NF,5/1/2023 12:00:00 AM,MSIR024597,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,M 0146 INTERVENTIONAL RADIOLOGY,2170,2170,2170,STENTS,42295905,SURGICAL PRODUCTS,BOSTON SCIENTIFIC CORP,BSSCIS
BOSTON SCIENTIFIC CORP,2024,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,BOSTON SCIENTIFIC CORP,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,M001719050,BOSTON SCIENTIFIC CORP,3/26/2024 12:00:00 AM,M2082797,PURCHASE ORDER,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETERM001719050M001719050,PMMPOS,ENDOPROSTHESIS OR WALL STENTS OR TUBES,M001719050,INTERVENTIONAL RADIOLOGY,01040146,IMPLANTS,MSHS-CA-237,,STENT ENDOPROSTHESIS 31MM 135CM 10MM WALLSTENT MONORAIL CAROTID METAL CLOSED CELL RECONSTRAINABLE FLEXIBLE RADIOPAQUE ACCEPTS 6FR SHEATH 8FR GUIDE CATHETER,4229,M001719050,1,,1,1,1,1,1,2170,2170,101-101-11-21050-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ENDOPROSTHESIS OR WALL STENTS OR TUBES 
 
BOSTON SCIENTIFIC CORP",SYSTEM CREATED,M 0146 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 01040146",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,2170,M,MOUNT SINAI HOSPITAL,010401464229,False,MSHS-CA-237,Yes,,203749,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,1/EA,1,No, ,NO,4229, IMPLANTS,3/26/2024 12:00:00 AM,CLOSED,3,2170,CLOSED,EACH,NF,3/26/2024 12:00:00 AM,MSIR030274,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,M 0146 INTERVENTIONAL RADIOLOGY,2170,2170,2170,STENTS,42295905,SURGICAL PRODUCTS,BOSTON SCIENTIFIC CORP,BSSCIS
