Source Code,Facility,Facility Id,Pono Release,PoType,Dwh Po Status,Po Status,VendCode,Po Lineno,Dwh Po Line Status,Po Line Status,Dwh Item Status,Item#,ItemDesc,Vend Name,VendCatno,MfrName,MfrCatno,Po Uom,Mmis Qoe,GHX_CONT_ID1,GHX_CONT_ID2,Mmis Pkg String,Full Gl Account,Exp_Code,Expense Code Descrip,Shipto,Deliverto,Buyer Name,Requisitioner,Dept Number,Dept Description,Qty Invoiced,Qty Received,Creation Method,Service Start,Service End,Unspsc Code,Unspsc Segment,Unspsc Commodity,Unspsc Family,Unspsc Class,Reqno,Req Date,Po Create Date,Dwh Po Submit Type,Po Date,Null,Index,Po Price,Po Qty,Qoe Conv Ea,SPEND_VALUE
PMMPOS,MOUNT SINAI HOSPITAL,M,M2047961,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,468,CANNULA VENOUS 18F RT ANG,MEDTRONIC USA INC,67318,,67318,BOX,1,PP-CA-649,PP-CA-649,10/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,1,SYSTEM CREATED,,,42295302,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,SURGICAL PERFUSION CANNULAS OR CATHETERS,SURGICAL PRODUCTS,OPEN HEART SURGICAL SUPPLIES AND ACCESSORIES AND RELATED PRODUCTS,2862693,12/26/2023 12:00:00 AM,12/26/2023 12:00:00 AM,EDI,12/26/2023 12:00:00 AM, ,72,306.9,1,10,306.9
PMMPOS,MOUNT SINAI HOSPITAL,M,M2050427,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,23680,SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,MEDTRONIC USA INC,12010,,12010,BOX,20,PP-CA-649,PP-CA-649,1/CS 20/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,1,SYSTEM CREATED,,,42294733,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,SURGICAL PRODUCTS,OPEN HEART PERFUSION EQUIPMENT AND MONITORS AND ACCESSORIES AND RELATED PRODUCTS,2865682,1/3/2024 12:00:00 AM,1/3/2024 12:00:00 AM,EDI,1/3/2024 12:00:00 AM, ,73,247.6,1,20,247.6
PMMPOS,MOUNT SINAI HOSPITAL,M,M2052028,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,23680,SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,MEDTRONIC USA INC,12010,,12010,BOX,20,PP-CA-649,PP-CA-649,1/CS 20/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,1,SYSTEM CREATED,,,42294733,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,SURGICAL PRODUCTS,OPEN HEART PERFUSION EQUIPMENT AND MONITORS AND ACCESSORIES AND RELATED PRODUCTS,2867324,1/8/2024 12:00:00 AM,1/8/2024 12:00:00 AM,EDI,1/8/2024 12:00:00 AM, ,74,247.6,1,20,247.6
PMMPOS,MOUNT SINAI HOSPITAL,M,M2053525,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,448,CANNULA VENOUS 12F RT ANG,MEDTRONIC USA INC,67312,,67312,CASE,10,PP-CA-649,PP-CA-649,10/CS 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,NSG-OR REQ INTERFACE,01040779,OR CARDIAC,,1,SYSTEM CREATED,,,NF,MED/SURG DISPOSABLE,MED/SURG DISPOSABLE,NF,NF,240111-FETC,1/11/2024 12:00:00 AM,1/11/2024 12:00:00 AM,EDI,1/11/2024 12:00:00 AM, ,75,306.9,1,10,306.9
PMMPOS,MOUNT SINAI HOSPITAL,M,M2054755,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,23680,SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,MEDTRONIC USA INC,12010,,12010,BOX,20,PP-CA-649,PP-CA-649,1/CS 20/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"ASHLEY, SHANNON",01040779,OR CARDIAC,,2,SYSTEM CREATED,,,42294733,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,SURGICAL PRODUCTS,OPEN HEART PERFUSION EQUIPMENT AND MONITORS AND ACCESSORIES AND RELATED PRODUCTS,2870145,1/16/2024 12:00:00 AM,1/16/2024 12:00:00 AM,EDI,1/16/2024 12:00:00 AM, ,76,247.6,2,20,495.2
PMMPOS,MOUNT SINAI HOSPITAL,M,M2055907,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,2,CLOSED,CLOSED,ACTIVE,23680,SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,MEDTRONIC USA INC,12010,,12010,BOX,20,PP-CA-649,PP-CA-649,1/CS 20/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"ASHLEY, SHANNON",01040779,OR CARDIAC,,2,SYSTEM CREATED,,,42294733,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,SURGICAL PRODUCTS,OPEN HEART PERFUSION EQUIPMENT AND MONITORS AND ACCESSORIES AND RELATED PRODUCTS,2871663,1/18/2024 12:00:00 AM,1/18/2024 12:00:00 AM,EDI,1/18/2024 12:00:00 AM, ,77,247.6,2,20,495.2
PMMPOS,MOUNT SINAI HOSPITAL,M,M2055920,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,2,CLOSED,CLOSED,ACTIVE,448,CANNULA VENOUS 12F RT ANG,MEDTRONIC USA INC,67312,,67312,CASE,10,PP-CA-649,PP-CA-649,10/CS 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,"IKRAM, UMAIR","JENKINS, TAQUAN",01040779,OR CARDIAC,,2,BUYER CREATED,,,NF,MED/SURG DISPOSABLE,MED/SURG DISPOSABLE,NF,NF,2871636,1/18/2024 12:00:00 AM,1/18/2024 12:00:00 AM,EDI,1/18/2024 12:00:00 AM, ,78,306.9,2,10,613.8
PMMPOS,MOUNT SINAI HOSPITAL,M,M2055920,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,3,CLOSED,CLOSED,ACTIVE,23680,SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,MEDTRONIC USA INC,12010,,12010,BOX,20,PP-CA-649,PP-CA-649,1/CS 20/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,"IKRAM, UMAIR","JENKINS, TAQUAN",01040779,OR CARDIAC,,2,BUYER CREATED,,,42294733,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,SURGICAL PRODUCTS,OPEN HEART PERFUSION EQUIPMENT AND MONITORS AND ACCESSORIES AND RELATED PRODUCTS,2871636,1/18/2024 12:00:00 AM,1/18/2024 12:00:00 AM,EDI,1/18/2024 12:00:00 AM, ,79,247.6,2,20,495.2
PMMPOS,MOUNT SINAI HOSPITAL,M,M2056433,PURCHASE ORDER,OPEN,OPEN,MTRINC,1,OPEN,OPEN,ACTIVE,222702,CANNULA MC2 2 STAGE VENOUS 32/40FR,MEDTRONIC AVE INC,91263C,,91263C,CASE,1,PP-CA-649,PP-CA-649,1/CS 10/PK 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"ASHLEY, SHANNON",01040779,OR CARDIAC,,0,SYSTEM CREATED,,,NF,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,SURGICAL PERFUSION CANNULAS OR CATHETERS,NF,NF,2872182,1/19/2024 12:00:00 AM,1/19/2024 12:00:00 AM,EDI,1/19/2024 12:00:00 AM, ,80,336.6,1,10,336.6
PMMPOS,MOUNT SINAI HOSPITAL,M,M2058918,PURCHASE ORDER,CLOSED,CLOSED,MTRINC,2,CLOSED,CLOSED,ACTIVE,222702,CANNULA MC2 2 STAGE VENOUS 32/40FR,MEDTRONIC AVE INC,91263C,,91263C,CASE,1,PP-CA-649,PP-CA-649,1/CS 10/PK 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,2,SYSTEM CREATED,,,NF,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,SURGICAL PERFUSION CANNULAS OR CATHETERS,NF,NF,2874748,1/25/2024 12:00:00 AM,1/25/2024 12:00:00 AM,EDI,1/25/2024 12:00:00 AM, ,81,336.6,2,10,673.2
PMMPOS,MOUNT SINAI HOSPITAL,M,M2060131,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,23680,SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,MEDTRONIC USA INC,12010,,12010,BOX,20,PP-CA-649,PP-CA-649,1/CS 20/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,2,SYSTEM CREATED,,,42294733,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,SURGICAL PRODUCTS,OPEN HEART PERFUSION EQUIPMENT AND MONITORS AND ACCESSORIES AND RELATED PRODUCTS,2876100,1/29/2024 12:00:00 AM,1/29/2024 12:00:00 AM,EDI,1/29/2024 12:00:00 AM, ,82,247.6,2,20,495.2
PMMPOS,MOUNT SINAI HOSPITAL,M,M2061161,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,448,CANNULA VENOUS 12F RT ANG,MEDTRONIC USA INC,67312,,67312,CASE,10,PP-CA-649,PP-CA-649,10/CS 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,1,SYSTEM CREATED,,,NF,MED/SURG DISPOSABLE,MED/SURG DISPOSABLE,NF,NF,2877352,1/31/2024 12:00:00 AM,1/31/2024 12:00:00 AM,EDI,1/31/2024 12:00:00 AM, ,83,306.9,1,10,306.9
PMMPOS,MOUNT SINAI HOSPITAL,M,M2061850,PURCHASE ORDER,CLOSED,CLOSED,INSOURCESUPP,1,CLOSED,CLOSED,NONCAT,~[4841192],SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,INSOURCE SUPPLIES LLC,12010,INSOURCE SUPPLIES LLC,12010,PACKAGE,5,,,NF,010407794220,4220,MED/SURG DISPOSABLE,M 0448 OPHTHAL OPS 17 E 102ND ST CAM 8W,M 0779 OR CARDIAC GP3 RM 382,"VEGA, WILLIAM","RAMOS, ANTHONY",01040779,OR CARDIAC,,5,BUYER CREATED,,,NF,MED/SURG DISPOSABLE,MED/SURG DISPOSABLE,NF,NF,2877688,2/1/2024 12:00:00 AM,2/1/2024 12:00:00 AM,MANUAL FAX/PHONE,2/1/2024 12:00:00 AM, ,84,810,5,,4050
PMMPOS,MOUNT SINAI HOSPITAL,M,M2063757,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,2,CLOSED,CLOSED,ACTIVE,246722,TUBE SUCTION DLP RIGID 20FR FLUTED POOL TIP 6IN,MEDTRONIC USA INC,10061,,10061,PACKAGE,20,PP-CA-649,PP-CA-649,20/PK 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,1,SYSTEM CREATED,,,42293515,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,MEDICAL OR SURGICAL SUCTION TUBINGS,SURGICAL PRODUCTS,SURGICAL SUCTION AND IRRIGATION PRODUCTS,2879777,2/6/2024 12:00:00 AM,2/6/2024 12:00:00 AM,EDI,2/6/2024 12:00:00 AM, ,85,306.07,1,20,306.07
PMMPOS,MOUNT SINAI HOSPITAL,M,M2066611,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,23680,SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,MEDTRONIC USA INC,12010,,12010,BOX,20,PP-CA-649,PP-CA-649,1/CS 20/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,3,SYSTEM CREATED,,,42294733,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,SURGICAL PRODUCTS,OPEN HEART PERFUSION EQUIPMENT AND MONITORS AND ACCESSORIES AND RELATED PRODUCTS,2882964,2/13/2024 12:00:00 AM,2/13/2024 12:00:00 AM,EDI,2/13/2024 12:00:00 AM, ,86,263.78,3,20,791.34
PMMPOS,MOUNT SINAI HOSPITAL,M,M2067121,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,2,CLOSED,CLOSED,ACTIVE,448,CANNULA VENOUS 12F RT ANG,MEDTRONIC USA INC,67312,,67312,CASE,10,PP-CA-649,PP-CA-649,10/CS 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,1,SYSTEM CREATED,,,NF,MED/SURG DISPOSABLE,MED/SURG DISPOSABLE,NF,NF,2883666,2/14/2024 12:00:00 AM,2/14/2024 12:00:00 AM,EDI,2/14/2024 12:00:00 AM, ,87,395.38,1,10,395.38
PMMPOS,MOUNT SINAI HOSPITAL,M,M2068762,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,448,CANNULA VENOUS 12F RT ANG,MEDTRONIC USA INC,67312,,67312,CASE,10,PP-CA-649,PP-CA-649,10/CS 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,4,SYSTEM CREATED,,,NF,MED/SURG DISPOSABLE,MED/SURG DISPOSABLE,NF,NF,2885476,2/20/2024 12:00:00 AM,2/20/2024 12:00:00 AM,EDI,2/20/2024 12:00:00 AM, ,88,395.38,4,10,1581.52
PMMPOS,MOUNT SINAI HOSPITAL,M,M2071710,PURCHASE ORDER,CLOSED,CLOSED,MTRUSA,1,CLOSED,CLOSED,ACTIVE,23680,SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,MEDTRONIC USA INC,12010,,12010,PACKAGE,1,PP-CA-649,PP-CA-649,1/CS 20/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,2,SYSTEM CREATED,,,NF,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,NF,NF,2888614,2/27/2024 12:00:00 AM,2/27/2024 12:00:00 AM,EDI,2/27/2024 12:00:00 AM, ,89,263.78,2,,527.56
PMMPOS,MOUNT SINAI HOSPITAL,M,M2074697,PURCHASE ORDER,OPEN,OPEN,INSOURCESUPP,1,OPEN,OPEN,NONCAT,~[4843730],SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,INSOURCE SUPPLIES LLC,12010,,12010,EACH,40,PP-CA-649,PP-CA-649,NF,010407794220,4220,MED/SURG DISPOSABLE,M RECVG MAIN,M 0779 OR CARDIAC GP3 RM 382,"VEGA, WILLIAM","RAMOS, ANTHONY",01040779,OR CARDIAC,,0,BUYER CREATED,,,NF,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,NF,NF,2891925,3/5/2024 12:00:00 AM,3/5/2024 12:00:00 AM,EMAIL,3/5/2024 12:00:00 AM, ,90,125,40,,5000
PMMPOS,MOUNT SINAI HOSPITAL,M,M2077613,PURCHASE ORDER,OPEN,OPEN,MTRUSA,1,CLOSED,CLOSED,ACTIVE,23680,SUMP INTRCRD SUCT 15IN 20FR DLP .25IN,MEDTRONIC USA INC,12010,,12010,PACKAGE,1,PP-CA-649,PP-CA-649,1/CS 20/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"ASHLEY, SHANNON",01040779,OR CARDIAC,,2,SYSTEM CREATED,,,NF,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,INTRACARDIAC SUCTION DEVICE ACCESSORIES,NF,NF,2895163,3/12/2024 12:00:00 AM,3/12/2024 12:00:00 AM,EDI,3/12/2024 12:00:00 AM, ,91,263.78,2,,527.56
PMMPOS,MOUNT SINAI HOSPITAL,M,M2078876,PURCHASE ORDER,OPEN,OPEN,MTRINC,1,OPEN,OPEN,ACTIVE,222702,CANNULA MC2 2 STAGE VENOUS 32/40FR,MEDTRONIC AVE INC,91263C,,91263C,CASE,1,PP-CA-649,PP-CA-649,1/CS 10/PK 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,NSG-OR REQ INTERFACE,01040779,OR CARDIAC,,0,SYSTEM CREATED,,,NF,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,SURGICAL PERFUSION CANNULAS OR CATHETERS,NF,NF,240314-GZLQ,3/14/2024 12:00:00 AM,3/14/2024 12:00:00 AM,EDI,3/14/2024 12:00:00 AM, ,92,358.71,2,10,717.42
PMMPOS,MOUNT SINAI HOSPITAL,M,M2082427,PURCHASE ORDER,OPEN,OPEN,MTRUSA,1,OPEN,OPEN,ACTIVE,450,CANNULA VENOUS 20F RT ANG,MEDTRONIC USA INC,67320,,67320,PACKAGE,10,PP-CA-649,PP-CA-649,10/CS 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,0,SYSTEM CREATED,,,NF,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,SURGICAL PERFUSION CANNULAS OR CATHETERS,NF,NF,2900427,3/25/2024 12:00:00 AM,3/25/2024 12:00:00 AM,EDI,3/25/2024 12:00:00 AM, ,93,395.38,1,10,395.38
PMMPOS,MOUNT SINAI HOSPITAL,M,M2082451,PURCHASE ORDER,OPEN,OPEN,MTRUSA,1,OPEN,OPEN,ACTIVE,440756,CANNULA PERFUSION 15IN 32-40FR VENOUS ADULT .5IN C,MEDTRONIC USA INC,91263,,91263,BOX,10,PP-CA-649,PP-CA-649,10/BX 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,"IKRAM, UMAIR","RAMOS, ANTHONY",01040779,OR CARDIAC,,0,BUYER CREATED,,,42295302,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,SURGICAL PERFUSION CANNULAS OR CATHETERS,SURGICAL PRODUCTS,OPEN HEART SURGICAL SUPPLIES AND ACCESSORIES AND RELATED PRODUCTS,2900483,3/25/2024 12:00:00 AM,3/25/2024 12:00:00 AM,EDI,3/25/2024 12:00:00 AM, ,94,337.68,4,10,1350.72
PMMPOS,MOUNT SINAI HOSPITAL,M,M2083070,PURCHASE ORDER,OPEN,OPEN,MTRUSA,1,OPEN,OPEN,ACTIVE,23759,CANNULA VENOUS 22F RT ANG,MEDTRONIC USA INC,67522,,67522,CASE,10,PP-CA-649,PP-CA-649,1/CS 1/EA,010407794220,4220,MED/SURG DISPOSABLE,M 0779 OR CARDIAC GP3 RM 382,M 0779 OR CARDIAC GP3 RM 382,MSH MAIN PURCHASING,"RAMOS, ANTHONY",01040779,OR CARDIAC,,0,SYSTEM CREATED,,,42295302,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,SURGICAL PERFUSION CANNULAS OR CATHETERS,SURGICAL PRODUCTS,OPEN HEART SURGICAL SUPPLIES AND ACCESSORIES AND RELATED PRODUCTS,2901051,3/26/2024 12:00:00 AM,3/26/2024 12:00:00 AM,EDI,3/26/2024 12:00:00 AM, ,95,359.01,1,10,359.01
SCPOS,ICAHN SCHOOL OF MEDICINE,SMSMB,SM734289P,PURCHASE ORDER,PROCESSED,ORDERED,001050343,6,PROCESSED,ORDERED,NONCAT,NF,KNIFE HANDLE,BLACK AND BLACK SURG,62000,BLACK AND BLACK SURG,62000,EACH,NF,,,NF,0263Y1784233,4233,MED/SURG NON DISPOSA,NF,NYEE-ENT  310 E. 14TH ST.  6TH FL. NY NY 10003,ANGELINE MELENDEZ,ANGELINE MELEND,0263Y178,NYEE OTOLARYNGOLOGY,,,BUYER CREATED,,,NF,MED/SURG NON DISPOSA,MED/SURG NON DISPOSA,NF,NF,RQ732150P,10/20/2023 12:00:00 AM,10/20/2023 12:00:00 AM,NF,10/20/2023 12:00:00 AM, ,96,24,1,1,24
SCPOS,MOUNT SINAI HOSPITAL,MSHB0,HM030903P,PURCHASE ORDER,PROCESSED,ORDERED,001072275,1,PROCESSED,ORDERED,NONCAT,NF,CUSTOMS CLEARANCE FEE,A.S.A.P. LOGISTICS L,10050,A.S.A.P. LOGISTICS L,10050,EACH,NF,,,NF,010401514424,4424,OUTSIDE SERVICES,ICAHN,1425 MADISON 8 852,"MERCEDES, LUCCY",YESENIA ALVIA,01040151,CHEMISTRY - MSH,,,BUYER CREATED,,,NF,OUTSIDE SERVICES,OUTSIDE SERVICES,NF,NF,RQ030860P,8/2/2023 12:00:00 AM,8/2/2023 12:00:00 AM,NF,8/2/2023 12:00:00 AM, ,97,125,1,1,125
SCPOS,MOUNT SINAI HOSPITAL,MSHB0,HM465359P,PURCHASE ORDER,PROCESSED,ORDERED,001072275,1,PROCESSED,ORDERED,NONCAT,NF,CUSTOMS CLEARANCE FEE,A.S.A.P. LOGISTICS L,10050,A.S.A.P. LOGISTICS L,10050,EACH,NF,,,NF,0904H2134434,4434,SHIPPING/COURIER,MORNINGSDE,1111 AMSTERDAM 10TH FL HOME INFUSION 1025,"DOUSE, YVONNE",MARA DANIELLE R,0904H213,HSO PHARMACY - MSH,,,BUYER CREATED,,,NF,SHIPPING/COURIER,SHIPPING/COURIER,NF,NF,RQ464460P,9/20/2023 12:00:00 AM,9/20/2023 12:00:00 AM,NF,9/20/2023 12:00:00 AM, ,98,125,1,1,125
SCPOS,MOUNT SINAI HOSPITAL,MSHB0,HM567675Q,PURCHASE ORDER,PROCESSED,ORDERED,001072275,1,PROCESSED,ORDERED,NONCAT,NF,CUSTOMS CLEARANCE FEE,A.S.A.P. LOGISTICS L,10050,A.S.A.P. LOGISTICS L,10050,EACH,NF,,,NF,0904H2134431,4431,FREIGHT & DELIVERY,MORNINGSDE,1111 AMSTERDAM 10TH FL HOME INFUSION 1025,"MERCEDES, LUCCY",MARA DANIELLE R,0904H213,HSO PHARMACY - MSH,,,BUYER CREATED,,,NF,FREIGHT & DELIVERY,FREIGHT & DELIVERY,NF,NF,RQ530537Q,1/22/2024 12:00:00 AM,1/26/2024 12:00:00 AM,NF,1/26/2024 12:00:00 AM, ,99,125,1,1,125
