VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,Mmis Obj Code,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,SPEND,SPEND_VALUE,Requisitioner,Buyer
MEDLINE INDUSTRIES INC,2022,"NURSING 8B M-S, 2321",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/12/2022 0:00,1314152-15123,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8B M-S,2321,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,9,9,9,1,9,29.43,29.43,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MEDICINE HEMATOLOGY, 4512",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/7/2022 0:00,1314152-14505,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,MEDICINE HEMATOLOGY,4512,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,100,100,100,1,100,327,327,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PACU, 2621",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16550,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PACU,2621,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,23,23,23,1,23,75.21,75.21,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING NEONATAL INTENSIVE CARE UNIT, 1801",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/14/2022 0:00,1314152-15306,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING NEONATAL INTENSIVE CARE UNIT,1801,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,21,21,21,1,21,68.67,68.67,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8B M-S, 2321",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/10/2022 0:00,1314152-14939,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8B M-S,2321,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,9,9,9,1,9,29.43,29.43,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"ANESTHESIOLOGY, 4280",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16523,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,ANESTHESIOLOGY,4280,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,20,20,20,1,20,65.4,65.4,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8A SOUTH NEUROSURGICAL, 2331",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/24/2022 0:00,1314152-16566,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8A SOUTH NEUROSURGICAL,2331,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,70,70,70,1,70,228.9,228.9,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 10A M-S, 1221",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16520,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 10A M-S,1221,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,17,17,17,1,17,55.59,55.59,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING INTENSIVE CARE UNIT, 2301",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,10/1/2022 0:00,1314152-17445,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,NURSING INTENSIVE CARE UNIT,2301,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,88.09,88.09,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING INTENSIVE CARE UNIT, 2301",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/8/2022 0:00,1314152-14718,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING INTENSIVE CARE UNIT,2301,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/6/2022 0:00,1314152-14437,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8 SILVER PLANETREE M-S, 1294",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/21/2022 0:00,1314152-16143,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8 SILVER PLANETREE M-S,1294,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 7 SILVER ORTHOPEDICS, 1344",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/15/2022 0:00,1314152-15466,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 7 SILVER ORTHOPEDICS,1344,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/29/2022 0:00,1314152-17199,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/1/2022 0:00,1314152-14065,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,1,6,19.62,19.62,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9 SILVER M-S, 1264",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/7/2022 0:00,1314152-14466,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9 SILVER M-S,1264,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/10/2022 0:00,1314152-14985,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,1,6,19.62,19.62,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING SURGICAL STEPDOWN UNIT, 1514",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/9/2022 0:00,1314152-14782,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING SURGICAL STEPDOWN UNIT,1514,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,8,8,8,1,8,26.16,26.16,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/20/2022 0:00,1314152-16093,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,1,6,19.62,19.62,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9 SILVER M-S, 1264",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/13/2022 0:00,1314152-15157,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9 SILVER M-S,1264,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9 SILVER M-S, 1264",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16404,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9 SILVER M-S,1264,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING INTENSIVE CARE UNIT, 2304",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/26/2022 0:00,1314152-16672,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING INTENSIVE CARE UNIT,2304,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,48,48,48,1,48,156.96,156.96,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,10/26/2022 0:00,1314152-20391,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,44.0448,44.0448,"SANTAMARIA, ZACHARY D",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT STORE ROOM, 8835",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/5/2022 0:00,1314152-14309,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"CARDIAC CATHERIZATION, 4058",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/8/2022 0:00,1314152-14666,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,CARDIAC CATHERIZATION,4058,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"RABELO, JOSE",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"CARDIAC CATHERIZATION, 4058",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/6/2022 0:00,1314152-14431,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,CARDIAC CATHERIZATION,4058,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"RABELO, JOSE",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"CARDIAC CATHERIZATION, 4058",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16510,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,CARDIAC CATHERIZATION,4058,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"RABELO, JOSE",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"POST ANESTHESIA CARE UNIT, 2624",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/2/2022 0:00,1314152-14204,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,POST ANESTHESIA CARE UNIT,2624,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"WILSON, DWAYNE L",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT STORE ROOM, 8835",PETRIE,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PETRIE,Yes,354212,B BRAUN MEDICAL INC,9/5/2022 0:00,1314152-14313,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,78.41,78.41,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"CENTRAL STERILE REPROCESSING, 9175",PETRIE,B BRAUN,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900110,"900110, DISPOSABLE MEDICAL-SURGICAL SUPPLIES",PETRIE,Yes,354212,B BRAUN,9/26/2022 0:00,1314088-12816,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,SIN354212,CENTRAL STERILE REPROCESSING,9175,DISPOSABLE MEDICAL-SURGICAL SUPPLIES,MSHS-MEDLINE-COI,,900110,0,1,1,24,24,0.01,0.01,"TAHIRU, SALIM",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"CHEMOTHERAPY SUITE, 5518",PHILIPS AMBULATORY CARE CENTER,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PHILIPS AMBULATORY CARE CENTER,Yes,354212,B BRAUN MEDICAL INC,1/31/2023 0:00,1314152-31707,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,CHEMOTHERAPY SUITE,5518,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,88.09,88.09,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"CHEMOTHERAPY SUITE, 5518",PHILIPS AMBULATORY CARE CENTER,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PHILIPS AMBULATORY CARE CENTER,Yes,354212,B BRAUN MEDICAL INC,11/28/2022 0:00,1314152-24113,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,CHEMOTHERAPY SUITE,5518,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,24,24,88.09,88.09,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"PHILLIPS AMB SURG-PRESURG TEST, 2652",PHILIPS AMBULATORY CARE CENTER,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",PHILIPS AMBULATORY CARE CENTER,Yes,354212,B BRAUN MEDICAL INC,5/15/2023 0:00,1314152-45665,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,PHILLIPS AMB SURG-PRESURG TEST,2652,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,2,2,2,1,2,7.3408,7.3408,"DELGADO, YUBERKY",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8E M S, 1371",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/24/2022 0:00,1314152-16595,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,NURSING 8E M S,1371,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,20,20,20,1,20,65.4,65.4,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 7B MICU SICU STPDWN, 2311",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/2/2022 0:00,1314152-14127,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 7B MICU SICU STPDWN,2311,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,42,42,42,1,42,137.34,137.34,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 4W M S, 1361",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/1/2022 0:00,1314152-13989,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 4W M S,1361,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 7B MICU SICU STPDWN, 2311",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/3/2022 0:00,1314152-14259,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 7B MICU SICU STPDWN,2311,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,84,84,84,1,84,274.68,274.68,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"HEMATOLOGY ONCOLOGY, 5513",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/21/2022 0:00,1314152-16201,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,HEMATOLOGY ONCOLOGY,5513,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,12,12,12,1,12,39.24,39.24,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"GI UNIT, 4510",ST LUKES,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",ST LUKES,Yes,354212,B BRAUN MEDICAL INC,9/6/2022 0:00,1314152-14416,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,GI UNIT,4510,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,30,30,30,1,30,98.1,98.1,"ROBINSON, EUGENE",BUYER   CONVERSION
