VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,Mmis Obj Code,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,SPEND,SPEND_VALUE,Requisitioner,Buyer
MEDLINE INDUSTRIES INC,2022,"NURSING 2 NORTH M-S, 2117",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/12/2022 0:00,1314152-18671,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 2 NORTH M-S,2117,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,2,2,2,1,2,7.3408,7.3408,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/25/2022 0:00,1314152-20192,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,7,7,7,1,7,25.6928,25.6928,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 2 NORTH M-S, 2117",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/17/2022 0:00,1314152-19217,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 2 NORTH M-S,2117,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,16,16,16,1,16,58.7264,58.7264,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT RECEIVING, 8840",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,9/30/2022 0:00,1314152-17354,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,MATERIALS MANAGEMENT RECEIVING,8840,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,5,5,5,24,120,392.05,392.05,"ZAMOR, KEVIN",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT STORE ROOM, 8835",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,9/9/2022 0:00,1314152-14791,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,5,5,5,24,120,392.05,392.05,"GANGADYAL, CHATRADYAL",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"MATERIALS MANAGEMENT STORE ROOM, 8835",MOUNT SINAI BROOKLYN,B. BRAUN MEDICAL,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B. BRAUN MEDICAL,6/21/2023 0:00,1314152-50365,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,24,144,528.5376,528.5376,"GANGADYAL, CHATRADYAL",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,3/9/2023 0:00,1314152-36653,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,6,6,6,1,6,22.02,22.02,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,3/29/2023 0:00,1314152-39530,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,11,11,11,1,11,40.3744,40.3744,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2023,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,1/18/2023 0:00,1314152-30001,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,21,21,21,1,21,77.07,77.07,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8A SOUTH NEUROSURGICAL, 2331",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,10/3/2022 0:00,1314152-17522,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,NURSING 8A SOUTH NEUROSURGICAL,2331,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,0,10,10,1,10,36.7,36.7,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 8B M-S, 2321",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/22/2022 0:00,1314152-16352,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 8B M-S,2321,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,9,9,9,1,9,29.43,29.43,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9B M-S RVT, 1311",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,10/1/2022 0:00,1314152-17428,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,NURSING 9B M-S RVT,1311,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,10,10,10,1,10,36.7,36.7,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9B M-S RVT, 1311",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/14/2022 0:00,1314152-15403,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9B M-S RVT,1311,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,10,10,10,1,10,32.7,32.7,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 14A M-S, 1241",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/9/2022 0:00,1314152-14841,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 14A M-S,1241,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,10,10,10,1,10,32.7,32.7,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9A M-S RVT, 1231",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/26/2022 0:00,1314152-16751,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9A M-S RVT,1231,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,11,11,11,1,11,35.97,35.97,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9A M-S RVT, 1231",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/21/2022 0:00,1314152-16209,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9A M-S RVT,1231,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,16,16,16,1,16,52.32,52.32,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9A M-S RVT, 1231",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/14/2022 0:00,1314152-15405,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9A M-S RVT,1231,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,16,16,16,1,16,52.32,52.32,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9A M-S RVT, 1231",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16515,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9A M-S RVT,1231,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,16,16,16,1,16,52.32,52.32,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"GI UNIT, 4510",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/22/2022 0:00,1314152-16257,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,GI UNIT,4510,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,20,20,20,1,20,65.4,65.4,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"ANESTHESIOLOGY, 4280",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/22/2022 0:00,1314152-16359,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,ANESTHESIOLOGY,4280,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,20,20,20,1,20,65.4,65.4,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 11B MCH, 1951",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/12/2022 0:00,1314152-15108,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 11B MCH,1951,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,21,21,21,1,21,68.67,68.67,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PACU, 2621",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/15/2022 0:00,1314152-15560,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PACU,2621,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,23,23,23,1,23,75.21,75.21,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/20/2022 0:00,1314152-16033,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,24,24,24,1,24,78.48,78.48,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MEDICINE HEMATOLOGY, 4512",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/14/2022 0:00,1314152-15404,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,MEDICINE HEMATOLOGY,4512,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,31,31,31,1,31,101.37,101.37,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 9B M-S RVT, 1311",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/6/2022 0:00,1314152-14394,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 9B M-S RVT,1311,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,36,36,36,1,36,117.72,117.72,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PACU, 2621",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/29/2022 0:00,1314152-17104,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PACU,2621,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,46,46,46,1,46,150.42,150.42,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"LABOR AND DELIVERY, 1901",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/21/2022 0:00,1314152-16165,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,LABOR AND DELIVERY,1901,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,60,60,60,1,60,196.2,196.2,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"LABOR AND DELIVERY, 1901",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/9/2022 0:00,1314152-14788,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,LABOR AND DELIVERY,1901,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,90,90,90,1,90,294.3,294.3,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MEDICINE HEMATOLOGY, 4512",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/23/2022 0:00,1314152-16502,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,MEDICINE HEMATOLOGY,4512,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,100,100,100,1,100,327,327,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING INTENSIVE CARE UNIT, 2301",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/12/2022 0:00,1314152-15134,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING INTENSIVE CARE UNIT,2301,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,2,2,2,24,48,156.82,156.82,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI WEST,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI WEST,Yes,354212,B BRAUN MEDICAL INC,9/27/2022 0:00,1314152-16922,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,4,4,4,24,96,313.64,313.64,"ZUASOLA, JOVILYN B",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"EMERGENCY DEPARTMENT ADMINISTRATION, 5700",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,9/15/2022 0:00,1314152-15485,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,EMERGENCY DEPARTMENT ADMINISTRATION,5700,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,50,50,50,1,50,163.5,163.5,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/14/2022 0:00,1314152-18979,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,10,10,10,1,10,36.704,36.704,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"NURSING 3 NORTH M-S, 1237",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/10/2022 0:00,1314152-18356,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,NURSING 3 NORTH M-S,1237,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,1,1,1,1,1,3.6704,3.6704,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/14/2022 0:00,1314152-18881,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,11,11,11,1,11,40.3744,40.3744,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT RECEIVING, 8840",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,9/1/2022 0:00,1314152-14040,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,MATERIALS MANAGEMENT RECEIVING,8840,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,10,10,10,24,240,784.1,784.1,"ZAMOR, KEVIN",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"MATERIALS MANAGEMENT STORE ROOM, 8835",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,10/10/2022 0:00,1314152-18380,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,MATERIALS MANAGEMENT STORE ROOM,8835,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,8,8,8,24,192,704.72,704.72,"SOTO, ADELSI",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,12/21/2022 0:00,1314152-27054,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,MBB354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,10,10,10,1,10,36.704,36.704,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
MEDLINE INDUSTRIES INC,2022,"PHARMACY, 9400",MOUNT SINAI BROOKLYN,B BRAUN MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,TRUE,TRUE,PROCESSED,900109,"900109, IV SOLUTIONS AND SETS",MOUNT SINAI BROOKLYN,Yes,354212,B BRAUN MEDICAL INC,11/3/2022 0:00,1314152-21350,GOODS,ORAPOS,INTRAVENOUS OR ARTERIAL TUBING ADMINISTRATION SETS,BMG354212,PHARMACY,9400,IV SOLUTIONS AND SETS,MSHS-MEDLINE-COI,,900109,8,8,8,1,8,29.3632,29.3632,"INTERFACE, HIGHJUMP",BUYER   CONVERSION
