VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,REQ_SOURCE,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE,ALIAS,ATTRIBUTE49,Buyer,Buyer Name,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,Has Contract (1),Has Contract Old,INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PunchOut Detail,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Vend Name,VendCode
COOK MEDICAL INC,2023,"AMBULATORY SURGERY, 12152",MOUNT SINAI BROOKLYN,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI BROOKLYN,Yes,G58010,COOK MEDICAL INC,3/15/2023 12:00:00 AM,1373088,GOODS,NF,CLIP HEMOSTATIC INSTINCT PLUS ENDOSCOPICG58010G58010,ORAPOS,ENDOSCOPIC HEMOSTATIC BALLOONS OR NEEDLES OR TUBES OR ACCESSORIES,G58010,AMBULATORY SURGERY,12152,MED/SURG DISPOSABLE,PP-OR-2506,,CLIP HEMOSTATIC INSTINCT PLUS ENDOSCOPIC,903037,G58010,3,3,3,3,10,30,30,5700,5700,402-407-11-12152-00000000000-0-0,NF,PERRY   LUANA,"PERRY, LUANA","ENDOSCOPIC HEMOSTATIC BALLOONS OR NEEDLES OR TUBES OR ACCESSORIES 
 
COOK MEDICAL INC",SYSTEM CREATED,KH 2633 4709,"AMBULATORY SURGERY, 12152",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,5700,CHP,MOUNT SINAI BROOKLYN,4709-900110-07-2633-0000000000-0000-000-000,False,PP-OR-2506,Yes,Yes,5700,8441156,COOK MEDICAL INC,COOK MEDICAL INC,BX10,10,No, ,NO,903037, MED/SURG DISPOSABLE,3/15/2023 12:00:00 AM,CLOSED,1-1-1,1900,APPROVED,BOX,3/15/2023 12:00:00 AM,NF,3/15/2023 12:00:00 AM,3188937,"GRANT, KAREN NICOLE",,,KH KINGS HIGHWAY,5700,ENDOSCOPIC INSTRUMENTS,42294913,SURGICAL PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2023,"AMBULATORY SURGERY, 12152",MOUNT SINAI DOWNTOWN UNION SQUARE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI DOWNTOWN UNION SQUARE,Yes,G48004,COOK MEDICAL INC,7/11/2023 12:00:00 AM,1395450,GOODS,NF,SET INTRODUCER 10CM 7CM .018IN 4FR 21GA MICROPUNCTURE PUSH-PLUS NITINOL CATHETER GUIDEWIRE ECHOTIP NEEDLE TRANSITIONLESS STIFF CANNULA STERILE DISPOSABLEG48004G48004,ORAPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCER SETS,G48004,AMBULATORY SURGERY,12152,MED/SURG DISPOSABLE,PP-CA-711,,SET INTRODUCER 10CM 7CM .018IN 4FR 21GA MICROPUNCTURE PUSH-PLUS NITINOL CATHETER GUIDEWIRE ECHOTIP NEEDLE TRANSITIONLESS STIFF CANNULA STERILE DISPOSABLE,903037,G48004,10,10,10,10,1,10,10,393,393,414-403-11-12152-00000000000-0-0,NF,MARTIN   DESIREE GWENDOLYN,"MARTIN, DESIREE GWENDOLYN","DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCER SETS 
 
COOK MEDICAL INC",SYSTEM CREATED,PA 2633 4409,"AMBULATORY SURGERY, 12152",MOUNT SINAI DOWNTOWN UNION SQUARE,ACTIVE,CLOSED,EDI,TRUE,TRUE,393,CHP,MOUNT SINAI DOWNTOWN UNION SQUARE,4409-900194-03-2633-0000000000-0000-000-000,False,PP-CA-711,Yes,Yes,393,0008742,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,7/11/2023 12:00:00 AM,CLOSED,1-1-1,39.3,APPROVED,EACH,7/11/2023 12:00:00 AM,NF,7/11/2023 12:00:00 AM,3234696,"DELGADO, YUBERKY",,,PA PACC,393,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203444,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"AMBULATORY SURGERY, 12152",MOUNT SINAI DOWNTOWN UNION SQUARE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI DOWNTOWN UNION SQUARE,Yes,G14283,COOK MEDICAL INC,1/30/2024 12:00:00 AM,1431510,GOODS,NF,CATHETER NEPHROSTOMY 10FR DIA 19.5CML POLYURETHANE PERCUTANEOUS W/CANNULA COPE-LOOP LATEX NON-RADIOLUCENT STERILE SINGLE-USEG14283G14283,ORAPOS,NEPHROSTOMY SETS,G14283,AMBULATORY SURGERY,12152,MED/SURG DISPOSABLE,ACU-OR-071,,CATHETER NEPHROSTOMY 10FR DIA 19.5CML POLYURETHANE PERCUTANEOUS W/CANNULA COPE-LOOP LATEX NON-RADIOLUCENT STERILE SINGLE-USE,903037,G14283,4,4,4,4,1,4,4,378.68,378.68,414-403-11-12152-00000000000-0-0,NF,MARTIN   DESIREE GWENDOLYN,"MARTIN, DESIREE GWENDOLYN","NEPHROSTOMY SETS 
 
COOK MEDICAL INC",SYSTEM CREATED,PA 2633 4409,"AMBULATORY SURGERY, 12152",MOUNT SINAI DOWNTOWN UNION SQUARE,ACTIVE,CLOSED,EDI,TRUE,TRUE,378.68,CHP,MOUNT SINAI DOWNTOWN UNION SQUARE,4409-900110-03-2633-0000000000-0000-000-000,False,ACU-OR-071,Yes,Yes,378.68,1968090,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,1/30/2024 12:00:00 AM,CLOSED,1-1-1,94.67,APPROVED,EACH,1/30/2024 12:00:00 AM,NF,1/30/2024 12:00:00 AM,3311894,"INTERFACE, HIGHJUMP",,,PA PACC,378.68,UROLOGICAL SUPPLIES,42142709,PATIENT CARE AND TREATMENT PRODUCTS AND SUPPLIES,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"AMBULATORY SURGERY, 12152",MOUNT SINAI DOWNTOWN UNION SQUARE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI DOWNTOWN UNION SQUARE,Yes,G26642,COOK MEDICAL INC,3/19/2024 12:00:00 AM,1440045,GOODS,NF,INTRODUCER SUPRAPUBIC L17 CM L20 CM OD10 FR ID16 FR ONE STEP DRAINAGE CATHETER DILATOR TROCAR STYLET PEEL-AWAY SHEATHG26642G26642,ORAPOS,SUPRAPUBIC URINARY CATHETERS OR KITS,G26642,AMBULATORY SURGERY,12152,MED/SURG DISPOSABLE,ACU-OR-071,,INTRODUCER SUPRAPUBIC L17 CM L20 CM OD10 FR ID16 FR ONE STEP DRAINAGE CATHETER DILATOR TROCAR STYLET PEEL-AWAY SHEATH,903037,G26642,2,2,2,2,1,2,2,139,139,414-403-11-12152-00000000000-0-0,NF,MARTIN   DESIREE GWENDOLYN,"MARTIN, DESIREE GWENDOLYN","SUPRAPUBIC URINARY CATHETERS OR KITS 
 
COOK MEDICAL INC",SYSTEM CREATED,PA 2633 4409,"AMBULATORY SURGERY, 12152",MOUNT SINAI DOWNTOWN UNION SQUARE,ACTIVE,CLOSED,EDI,TRUE,TRUE,139,CHP,MOUNT SINAI DOWNTOWN UNION SQUARE,4409-900110-03-2633-0000000000-0000-000-000,False,ACU-OR-071,Yes,Yes,139,8172276,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,3/19/2024 12:00:00 AM,CLOSED,1-1-1,69.5,APPROVED,EACH,3/19/2024 12:00:00 AM,NF,3/19/2024 12:00:00 AM,3329735,"INTERFACE, HIGHJUMP",,,PA PACC,139,UROLOGICAL TREATMENT PRODUCTS AND SUPPLIES,42142701,PATIENT CARE AND TREATMENT PRODUCTS AND SUPPLIES,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"OR SUITE VASCULAR SURGERY, 12214",MOUNT SINAI MORNINGSIDE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G31453,COOK MEDICAL INC,3/20/2024 12:00:00 AM,1440206,GOODS,NF,GUIDEWIRE VASCULAR LUNDERQUIST PTFE STAINLESS STEEL STRAIGHT L260 CM L4 CM OD.035 IN XSTIFF FLEXIBLE LOW SURFACE FRICTION INNER COIL GOLDG31453G31453,ORAPOS,VASCULAR IMAGING GUIDEWIRES,G31453,OR SUITE VASCULAR SURGERY,12214,MED/SURG DISPOSABLE,MSHS-CVIR-008,,GUIDEWIRE VASCULAR LUNDERQUIST PTFE STAINLESS STEEL STRAIGHT L260 CM L4 CM OD.035 IN XSTIFF FLEXIBLE LOW SURFACE FRICTION INNER COIL GOLD,903037,G31453,1,1,1,1,5,5,5,579,579,302-302-11-12214-00000000000-0-0,NF,FORERO   PAULO ANDRES,"FORERO, PAULO ANDRES","VASCULAR IMAGING GUIDEWIRES 
 
COOK MEDICAL INC",SYSTEM CREATED,SL 2646 1109,"OR SUITE VASCULAR SURGERY, 12214",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,579,CHP,MOUNT SINAI MORNINGSIDE,1109-900110-02-2646-0000000000-0000-000-000,False,MSHS-CVIR-008,Yes,Yes,579,5105768,COOK MEDICAL INC,COOK MEDICAL INC,BX5,5,No, ,NO,903037, MED/SURG DISPOSABLE,3/20/2024 12:00:00 AM,CLOSED,1-1-1,579,APPROVED,BOX,3/20/2024 12:00:00 AM,NF,3/20/2024 12:00:00 AM,3330187,"ALGARIN, ROSA M",,,SL ST LUKES,579,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203404,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2023,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G11672,COOK MEDICAL INC,12/1/2023 12:00:00 AM,1421448,GOODS,NF,INTRODUCER SHEATH 30CM 42CM LARGE 18FR 5.9MM CHECK-FLO PERFORMER AQ RADIOPAQUE DILATOR NONTAPER END CATHETER STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIREG11672G11672,ORAPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G11672,CARDIAC CATHERIZATION,12605,MED/SURG DISPOSABLE,PP-CA-711,,INTRODUCER SHEATH 30CM 42CM LARGE 18FR 5.9MM CHECK-FLO PERFORMER AQ RADIOPAQUE DILATOR NONTAPER END CATHETER STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIRE,903037,G11672,1,1,1,1,1,1,1,112.59,112.59,302-302-11-12605-00000000000-0-0,NF,BANNERMAN   TRACEY,"BANNERMAN, TRACEY","DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",SYSTEM CREATED,SL 4058 1109,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,112.59,CHP,MOUNT SINAI MORNINGSIDE,1109-900110-02-4058-0000000000-0000-000-000,False,PP-CA-711,Yes,Yes,112.59,2006192,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,12/1/2023 12:00:00 AM,CLOSED,1-1-1,112.59,APPROVED,EACH,12/1/2023 12:00:00 AM,NF,12/1/2023 12:00:00 AM,3290601,"TORRES, ERIKA E",,,SL ST LUKES,112.59,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI MORNINGSIDE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G00980,COOK MEDICAL INC,3/26/2024 12:00:00 AM,1441420,GOODS,NF,DILATOR VASCULAR 20CM 15.5CM STANDARD JCD CURVE 8FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIREG00980G00980,ORAPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G00980,INTERVENTIONAL RADIOLOGY,21050,MED/SURG DISPOSABLE,PP-CA-536,,DILATOR VASCULAR 20CM 15.5CM STANDARD JCD CURVE 8FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIRE,903037,G00980,40,40,40,40,1,40,40,339.6,339.6,302-302-11-21050-00000000000-0-0,NF,BANNERMAN   TRACEY,"BANNERMAN, TRACEY","DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",SYSTEM CREATED,SL 9369 1109,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,339.6,CHP,MOUNT SINAI MORNINGSIDE,1109-900110-02-9369-0000000000-0000-000-000,False,PP-CA-536,Yes,Yes,339.6,2008364,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,3/26/2024 12:00:00 AM,CLOSED,2-1-1,8.49,APPROVED,EACH,3/26/2024 12:00:00 AM,NF,3/26/2024 12:00:00 AM,3332706,"LINTON, KAREN L",,,SL ST LUKES,339.6,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G09395,COOK MEDICAL INC,3/12/2024 12:00:00 AM,1438734,GOODS,NF,GUIDEWIRE VASCULAR 60CM 7CM ANGLE SHORT TAPER .018IN COPE MANDRIL NITINOL PLATINUM DISTAL TIPG09395G09395,ORAPOS,VASCULAR IMAGING GUIDEWIRES,G09395,CARDIAC CATHERIZATION,12605,MED/SURG DISPOSABLE,PP-CA-561,,GUIDEWIRE VASCULAR 60CM 7CM ANGLE SHORT TAPER .018IN COPE MANDRIL NITINOL PLATINUM DISTAL TIP,903037,G09395,20,20,20,20,1,20,20,899.8,899.8,302-302-11-12605-00000000000-0-0,NF,BANNERMAN   TRACEY,"BANNERMAN, TRACEY","VASCULAR IMAGING GUIDEWIRES 
 
COOK MEDICAL INC",SYSTEM CREATED,SL 4058 1109 1,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,899.8,CHP,MOUNT SINAI MORNINGSIDE,1109-900200-02-4058-0000000000-0000-000-000,False,PP-CA-561,Yes,Yes,899.8,6024348,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,3/12/2024 12:00:00 AM,CLOSED,2-1-1,44.99,APPROVED,EACH,3/12/2024 12:00:00 AM,NF,3/12/2024 12:00:00 AM,3327049,"TORRES, ERIKA E",,,SL ST LUKES,899.8,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203404,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2023,"OR SUITE VASCULAR SURGERY, 12214",MOUNT SINAI MORNINGSIDE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G11633,COOK MEDICAL INC,8/14/2023 12:00:00 AM,1401780,GOODS,NF,SHEATH GUIDING 55CM 7FR 2.5MM FLEXOR CHECK-FLO RAABE MODIFICATION ACCEPTS .038IN GUIDEWIREG11633G11633,ORAPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G11633,OR SUITE VASCULAR SURGERY,12214,MED/SURG DISPOSABLE,PP-CA-711,,SHEATH GUIDING 55CM 7FR 2.5MM FLEXOR CHECK-FLO RAABE MODIFICATION ACCEPTS .038IN GUIDEWIRE,903037,G11633,5,5,5,5,1,5,5,222.2,222.2,302-302-11-12214-00000000000-0-0,NF,FORERO   PAULO ANDRES,"FORERO, PAULO ANDRES","DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",SYSTEM CREATED,SL 2646 1109,"OR SUITE VASCULAR SURGERY, 12214",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,222.2,CHP,MOUNT SINAI MORNINGSIDE,1109-900110-02-2646-0000000000-0000-000-000,False,PP-CA-711,Yes,Yes,222.2,2006187,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,8/14/2023 12:00:00 AM,CLOSED,4-1-1,44.44,APPROVED,EACH,8/14/2023 12:00:00 AM,NF,8/14/2023 12:00:00 AM,3248571,"ALGARIN, ROSA M",,,SL ST LUKES,222.2,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G11633,COOK MEDICAL INC,4/11/2024 12:00:00 AM,1444254,GOODS,NF,SHEATH GUIDING 55CM 7FR 2.5MM FLEXOR CHECK-FLO RAABE MODIFICATION ACCEPTS .038IN GUIDEWIREG11633G11633,ORAPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G11633,CARDIAC CATHERIZATION,12605,MED/SURG DISPOSABLE,PP-CA-711,,SHEATH GUIDING 55CM 7FR 2.5MM FLEXOR CHECK-FLO RAABE MODIFICATION ACCEPTS .038IN GUIDEWIRE,903037,G11633,1,1,1,1,1,1,1,44.44,44.44,302-302-11-12605-00000000000-0-0,NF,BANNERMAN   TRACEY,"BANNERMAN, TRACEY","DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",SYSTEM CREATED,SL 4058 1109 1,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,44.44,CHP,MOUNT SINAI MORNINGSIDE,1109-900110-02-4058-0000000000-0000-000-000,False,PP-CA-711,Yes,Yes,44.44,2006187,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,4/11/2024 12:00:00 AM,CLOSED,15-1-1,44.44,APPROVED,EACH,4/11/2024 12:00:00 AM,NF,4/11/2024 12:00:00 AM,3338458,"TORRES, ERIKA E",,,SL ST LUKES,44.44,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2024,"ARRHYTHMIA INSTITUTE, 12601",MOUNT SINAI MORNINGSIDE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G03565,COOK MEDICAL INC,4/17/2024 12:00:00 AM,1445228,GOODS,NF,GUIDEWIRE VASCULAR 180CM 3CM 7CM 3MM RADIUS CURVE .035IN AMPLATZ STAINLESS STEEL PTFE FLOPPY TIP XSTIFF SHAFTG03565G03565,ORAPOS,VASCULAR IMAGING GUIDEWIRES,G03565,ARRHYTHMIA INSTITUTE,12601,MED/SURG DISPOSABLE,PP-CA-561,,GUIDEWIRE VASCULAR 180CM 3CM 7CM 3MM RADIUS CURVE .035IN AMPLATZ STAINLESS STEEL PTFE FLOPPY TIP XSTIFF SHAFT,903037,G03565,5,5,5,5,1,5,5,104.95,104.95,302-302-11-12601-00000000000-0-0,NF,MARTIN   DESIREE GWENDOLYN,"MARTIN, DESIREE GWENDOLYN","VASCULAR IMAGING GUIDEWIRES 
 
COOK MEDICAL INC",SYSTEM CREATED,SL 4071 1109,"ARRHYTHMIA INSTITUTE, 12601",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,104.95,CHP,MOUNT SINAI MORNINGSIDE,1109-900194-02-4071-0000000000-0000-000-000,False,PP-CA-561,Yes,Yes,104.95,5132093,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,4/17/2024 12:00:00 AM,CLOSED,2-1-1,20.99,APPROVED,EACH,4/17/2024 12:00:00 AM,NF,4/17/2024 12:00:00 AM,3340611,"LINTON, KAREN L",,,SL ST LUKES,104.95,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203404,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2023,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G00279,COOK MEDICAL INC,11/7/2023 12:00:00 AM,1417200,GOODS,NF,NEEDLE 2.5CM 21GA 1 PRT WO BSPLT PROCG00279G00279,ORAPOS,DIAGNOSTIC PROCEDURE NEEDLES,G00279,CARDIAC CATHERIZATION,12605,MED/SURG DISPOSABLE,PP-CA-536,,NEEDLE 2.5CM 21GA 1 PRT WO BSPLT PROC,903037,G00279,21,21,21,21,1,21,21,73.29,73.29,302-302-11-12605-00000000000-0-0,NF,BANNERMAN   TRACEY,"BANNERMAN, TRACEY","DIAGNOSTIC PROCEDURE NEEDLES 
 
COOK MEDICAL INC",SYSTEM CREATED,SL 4058 1109,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,73.29,CHP,MOUNT SINAI MORNINGSIDE,1109-900194-02-4058-0000000000-0000-000-000,False,PP-CA-536,Yes,Yes,73.29,5131908,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,11/7/2023 12:00:00 AM,CLOSED,7-1-1,3.49,APPROVED,EACH,11/7/2023 12:00:00 AM,NF,11/7/2023 12:00:00 AM,3281779,"TORRES, ERIKA E",,,SL ST LUKES,73.29,INJECTION AND ASPIRATION NEEDLES AND ACCESSORIES,42142530,PATIENT CARE AND TREATMENT PRODUCTS AND SUPPLIES,COOK MEDICAL INC,4900
COOK MEDICAL INC,2023,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G00279,COOK MEDICAL INC,2/13/2023 12:00:00 AM,1367658,GOODS,NF,NEEDLE 2.5CM 21GA 1 PRT WO BSPLT PROCG00279G00279,ORAPOS,DIAGNOSTIC PROCEDURE NEEDLES,G00279,CARDIAC CATHERIZATION,12605,MED/SURG DISPOSABLE,PP-CA-536,,NEEDLE 2.5CM 21GA 1 PRT WO BSPLT PROC,903037,G00279,60,60,60,60,1,60,60,209.4,209.4,302-302-11-12605-00000000000-0-0,NF,BANNERMAN   TRACEY,"BANNERMAN, TRACEY","DIAGNOSTIC PROCEDURE NEEDLES 
 
COOK MEDICAL INC",SYSTEM CREATED,SL 4058 1109 1,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,209.4,CHP,MOUNT SINAI MORNINGSIDE,1109-900194-02-4058-0000000000-0000-000-000,False,PP-CA-536,Yes,Yes,209.4,5131908,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,2/13/2023 12:00:00 AM,CLOSED,1-1-1,3.49,APPROVED,EACH,2/13/2023 12:00:00 AM,NF,2/13/2023 12:00:00 AM,3176464,"TORRES, ERIKA E",,,SL ST LUKES,209.4,INJECTION AND ASPIRATION NEEDLES AND ACCESSORIES,42142530,PATIENT CARE AND TREATMENT PRODUCTS AND SUPPLIES,COOK MEDICAL INC,4900
