VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,REQ_SOURCE,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE,ALIAS,ATTRIBUTE49,Buyer,Buyer Name,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,Has Contract (1),Has Contract Old,INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PunchOut Detail,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Vend Name,VendCode
COOK MEDICAL INC,2023,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G00980,COOK MEDICAL INC,10/20/2023 12:00:00 AM,M2023217,PURCHASE ORDER,NF,DILATOR VASC 8FR 20CM 15.5CM RADPQ STERG00980G00980,PMMPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G00980,INTERVENTIONAL RADIOLOGY,21050,MED/SURG DISPOSABLE,PP-CA-536,,DILATOR VASC 8FR 20CM 15.5CM RADPQ STER,903037,G00980,0,0,0,1,1,1,0,1,1,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",SYSTEM CREATED,21050 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,NONCAT,CLOSED,EDI,TRUE,TRUE,1,M,MOUNT SINAI HOSPITAL,101-101-11-21050-903037-00000000000-000-0000-000-00000-00000----,False,PP-CA-536,Yes,Yes,0,428833,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903037, MED/SURG DISPOSABLE,10/20/2023 12:00:00 AM,CLOSED FOR RECEIVING,1,1,CLOSED FOR RECEIVING,EACH,10/20/2023 12:00:00 AM,NF,10/20/2023 12:00:00 AM,MSIR027535,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,MOUNT SINAI HOSPITAL - RECVG MAIN,0,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2023,"CARDIAC CATH LAB, 12501",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G02972,COOK MEDICAL INC,5/25/2023 12:00:00 AM,M1968864,PURCHASE ORDER,NF,SET INTRODUCER 7CM 4FR 21GA MICROPUNCTURE .18IN HEMOSTASIS VALVE NITINOL GUIDEWIRE ECHOTIP NEEDLE PEDAL 4CMG02972G02972,PMMPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCER SETS,G02972,CARDIAC CATH LAB,12501,MED/SURG DISPOSABLE,PP-CA-711,,SET INTRODUCER 7CM 4FR 21GA MICROPUNCTURE .18IN HEMOSTASIS VALVE NITINOL GUIDEWIRE ECHOTIP NEEDLE PEDAL 4CM,903037,G02972,0,0,0,1,1,1,0,1,1,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCER SETS 
 
COOK MEDICAL INC",SYSTEM CREATED,12501 CARD CATH LAB GP5C RM280,"CARDIAC CATH LAB, 12501",MOUNT SINAI HOSPITAL,NONCAT,CLOSED,EDI,TRUE,TRUE,1,M,MOUNT SINAI HOSPITAL,101-101-11-12501-903037-00000000000-000-0000-000-00000-00000----,False,PP-CA-711,Yes,Yes,0,234469,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903037, MED/SURG DISPOSABLE,5/25/2023 12:00:00 AM,CLOSED FOR RECEIVING,1,1,CLOSED FOR RECEIVING,EACH,5/25/2023 12:00:00 AM,NF,5/25/2023 12:00:00 AM,MSCL026082,CATHLAB REQUISITION INTERFACE,,,MOUNT SINAI HOSPITAL - RECVG MAIN,0,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203444,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G14028,COOK MEDICAL INC,2/14/2024 12:00:00 AM,M2067117,PURCHASE ORDER,NF,CATHETER URET 3FR 70CM WHSTLTP RTG14028G14028,PMMPOS,URETERAL CATHETER OR CATHETER SET,G14028,OR SUITE GENERAL SURGERY,12207,MED/SURG DISPOSABLE,ACU-OR-071,,CATHETER URET 3FR 70CM WHSTLTP RT,903037,G14028,0,0,0,1,10,10,0,1,1,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"URETERAL CATHETER OR CATHETER SET 
 
COOK MEDICAL INC",SYSTEM CREATED,12207 OR GNL CLST A ANB6,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,NONCAT,CLOSED,EDI,TRUE,TRUE,1,M,MOUNT SINAI HOSPITAL,101-101-11-12207-903037-00000000000-000-0000-000-00000-00000----,False,ACU-OR-071,Yes,Yes,0,815739,COOK MEDICAL INC,COOK MEDICAL INC,10/BX 1/EA,10,No, ,NO,903037, MED/SURG DISPOSABLE,2/14/2024 12:00:00 AM,CLOSED FOR RECEIVING,1,1,CLOSED FOR RECEIVING,BOX,2/14/2024 12:00:00 AM,NF,2/14/2024 12:00:00 AM,2883635,"GONZALEZ, DAMIAN",,,MOUNT SINAI HOSPITAL - RECVG MAIN,0,UROLOGICAL SUPPLIES,42142733,PATIENT CARE AND TREATMENT PRODUCTS AND SUPPLIES,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2023,"NURSING SICU - GP 6 EAST-MSH, 10212",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903009,"903009, CATHETERS",MOUNT SINAI HOSPITAL,Yes,G57628,COOK MEDICAL INC,12/27/2023 12:00:00 AM,M2048202,PURCHASE ORDER,NF,CATHETER AWY EXCHG 14FR 3MM 100CM BLNTG57628G57628,PMMPOS,ENDOTRACHEAL TUBES,G57628,NURSING SICU - GP 6 EAST-MSH,10212,CATHETERS,MSHS-NS-009,MSHS-NS-009-MDLN,CATHETER AWY EXCHG 14FR 3MM 100CM BLNT,903009,G57628,0,0,0,1,1,1,0,1,1,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ENDOTRACHEAL TUBES 
 
COOK MEDICAL INC",SYSTEM CREATED,60403 RECEIVING,"NURSING SICU - GP 6 EAST-MSH, 10212",MOUNT SINAI HOSPITAL,NONCAT,CLOSED,EDI,TRUE,TRUE,1,M,MOUNT SINAI HOSPITAL,101-101-11-10212-903009-00000000000-000-0000-000-00000-00000----,False,MSHS-NS-009,Yes,Yes,0,170970,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903009, CATHETERS,12/27/2023 12:00:00 AM,CLOSED FOR RECEIVING,1,1,CLOSED FOR RECEIVING,EACH,12/27/2023 12:00:00 AM,NF,12/27/2023 12:00:00 AM,2863044,"MARTINEZ, MAX",,,MOUNT SINAI HOSPITAL - RECVG MAIN,0,AIRWAY MANAGEMENT PRODUCTS,42271903,RESPIRATORY AND ANESTHESIA AND RESUSCITATION PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2023,"CARDIAC CATH LAB, 12501",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G47521,COOK MEDICAL INC,11/2/2023 12:00:00 AM,M2028629,PURCHASE ORDER,NF,COIL EMBOLIZATION MICRO 0.035IN ID 6-3MM DIA 5.8CML PLATINUM SYNTHETIC FIBERED TORNADO LATEX-FREE MRI-CONDITIONAL NON-RADIOLUCENT STERILE SINGLE-USEG47521G47521,PMMPOS,VASCULAR COILS,G47521,CARDIAC CATH LAB,12501,MED/SURG DISPOSABLE,PP-CA-536,,COIL EMBOLIZATION MICRO 0.035IN ID 6-3MM DIA 5.8CML PLATINUM SYNTHETIC FIBERED TORNADO LATEX-FREE MRI-CONDITIONAL NON-RADIOLUCENT STERILE SINGLE-USE,903037,G47521,0,0,0,1,1,1,0,1,1,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"VASCULAR COILS 
 
COOK MEDICAL INC",SYSTEM CREATED,10215 OR VASCULAR GP3E,"CARDIAC CATH LAB, 12501",MOUNT SINAI HOSPITAL,NONCAT,CLOSED,EDI,TRUE,TRUE,1,M,MOUNT SINAI HOSPITAL,101-101-11-12501-903037-00000000000-000-0000-000-00000-00000----,False,PP-CA-536,Yes,Yes,0,548921,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903037, MED/SURG DISPOSABLE,11/2/2023 12:00:00 AM,CLOSED FOR RECEIVING,1,1,CLOSED FOR RECEIVING,EACH,11/2/2023 12:00:00 AM,NF,11/2/2023 12:00:00 AM,2841399,"RODRIGUEZ, JORDAN",,,MOUNT SINAI HOSPITAL - RECVG MAIN,0,CARDIOVASCULAR IMPLANTS,42296011,SURGICAL PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2023,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,G17186,COOK MEDICAL INC,10/16/2023 12:00:00 AM,M2021349,PURCHASE ORDER,NF,SET STENT 75CM 6FR BNDR .038IN 5MM PIGG17186G17186,PMMPOS,UROLOGICAL STENTS,G17186,OR SUITE GENERAL SURGERY,12207,IMPLANTS,ACU-OR-071,,SET STENT 75CM 6FR BNDR .038IN 5MM PIG,903030,G17186,0,0,0,1,1,1,0,1,1,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"UROLOGICAL STENTS 
 
COOK MEDICAL INC",SYSTEM CREATED,12207 OR GNL CLST A ANB6,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,NONCAT,CLOSED,EDI,TRUE,TRUE,1,M,MOUNT SINAI HOSPITAL,101-101-11-12207-903030-00000000000-000-0000-000-00000-00000----,False,ACU-OR-071,Yes,Yes,0,318440,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903030, IMPLANTS,10/16/2023 12:00:00 AM,CLOSED FOR RECEIVING,1,1,CLOSED FOR RECEIVING,EACH,10/16/2023 12:00:00 AM,NF,10/16/2023 12:00:00 AM,2833279,"GONZALEZ, DAMIAN",,,MOUNT SINAI HOSPITAL - RECVG MAIN,0,STENTS,42295903,SURGICAL PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2023,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,G53614,COOK MEDICAL INC,11/10/2023 12:00:00 AM,M2031760,PURCHASE ORDER,NF,GRAFT SFT TIS 9.5X.6CM BIODESIGNG53614G53614,PMMPOS,BIOLOGICAL TISSUE IMPLANTS,G53614,OR SUITE GENERAL SURGERY,12207,IMPLANTS,PP-OR-2089,PP-OR-2089,GRAFT SFT TIS 9.5X.6CM BIODESIGN,903030,G53614,0,0,0,1,1,1,0,1,1,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"BIOLOGICAL TISSUE IMPLANTS 
 
COOK MEDICAL INC",SYSTEM CREATED,12207 OR GNL LAP GP3W,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,NONCAT,CLOSED,EDI,TRUE,TRUE,1,M,MOUNT SINAI HOSPITAL,101-101-11-12207-903030-00000000000-000-0000-000-00000-00000----,False,PP-OR-2089,Yes,Yes,0,234464,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903030, IMPLANTS,11/10/2023 12:00:00 AM,CLOSED FOR RECEIVING,1,1,CLOSED FOR RECEIVING,EACH,11/10/2023 12:00:00 AM,NF,11/10/2023 12:00:00 AM,2844860,"JENKINS, TAQUAN",,,MOUNT SINAI HOSPITAL - RECVG MAIN,0,SURGICAL IMPLANTS AND EXPANDERS AND EXTENDERS AND SURGICAL WIRES AND RELATED PRODUCTS,42295525,SURGICAL PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2023,"NURSING SICU - GP 6 EAST-MSH, 10212",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G56537,COOK MEDICAL INC,11/15/2023 12:00:00 AM,M2033017,PURCHASE ORDER,NF,TRAY PNEUMOTHORAX WAYNEG56537G56537,PMMPOS,SURGICAL CUSTOM OR SPECIALTY INSTRUMENT OR PROCEDURE SETS,G56537,NURSING SICU - GP 6 EAST-MSH,10212,MED/SURG DISPOSABLE,MSHS-NS-009,MSHS-NS-009-MDLN,TRAY PNEUMOTHORAX WAYNE,903037,G56537,0,0,0,1,1,1,0,1,1,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"SURGICAL CUSTOM OR SPECIALTY INSTRUMENT OR PROCEDURE SETS 
 
COOK MEDICAL INC",SYSTEM CREATED,10212 GI GP 6E SICU,"NURSING SICU - GP 6 EAST-MSH, 10212",MOUNT SINAI HOSPITAL,NONCAT,CLOSED,EDI,TRUE,TRUE,1,M,MOUNT SINAI HOSPITAL,101-101-11-10212-903037-00000000000-000-0000-000-00000-00000----,False,MSHS-NS-009,Yes,Yes,0,194166,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903037, MED/SURG DISPOSABLE,11/15/2023 12:00:00 AM,CLOSED FOR RECEIVING,1,1,CLOSED FOR RECEIVING,EACH,11/15/2023 12:00:00 AM,NF,11/15/2023 12:00:00 AM,231115-E1D6,NSG-OR REQ INTERFACE,,,MOUNT SINAI HOSPITAL - RECVG MAIN,0,SURGICAL INSTRUMENT SETS AND SYSTEMS,42294211,SURGICAL PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2023,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903009,"903009, CATHETERS",MOUNT SINAI HOSPITAL,Yes,G09500,COOK MEDICAL INC,11/20/2023 12:00:00 AM,M2035032,PURCHASE ORDER,NF,CATHETER DRNG 14FR 40CM MCLC 32 SDPRTG09500G09500,PMMPOS,SURGICAL DRAINS OR DRAIN SETS,G09500,INTERVENTIONAL RADIOLOGY,21050,CATHETERS,PP-CA-536,,CATHETER DRNG 14FR 40CM MCLC 32 SDPRT,903009,G09500,0,0,0,1,1,1,0,1,1,NF,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"SURGICAL DRAINS OR DRAIN SETS 
 
COOK MEDICAL INC",SYSTEM CREATED,21050 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,NONCAT,CLOSED,EDI,TRUE,TRUE,1,M,MOUNT SINAI HOSPITAL,101-101-11-21050-903009-00000000000-000-0000-000-00000-00000----,False,PP-CA-536,Yes,Yes,0,148216,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,903009, CATHETERS,11/20/2023 12:00:00 AM,CLOSED FOR RECEIVING,1,1,CLOSED FOR RECEIVING,EACH,11/20/2023 12:00:00 AM,NF,11/20/2023 12:00:00 AM,MSIR028076,"RADIOLOGY REQ INTERFACE, INTERVENTIONAL",,,MOUNT SINAI HOSPITAL - RECVG MAIN,0,SURGICAL SUPPORT SUPPLIES,42295453,SURGICAL PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,NF,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI BROOKLYN,Yes,G11638,COOK MEDICAL INC,4/17/2024 12:00:00 AM,1445300,GOODS,NF,SHEATH GUIDING 55CM 6FR 2.2MM FLEXOR CHECK-FLO RAABE MODIFICATION ACCEPTS .038IN GUIDEWIREG11638G11638,ORAPOS,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,G11638,OPERATING ROOM SUITE,12200,MED/SURG DISPOSABLE,PP-CA-711,,SHEATH GUIDING 55CM 6FR 2.2MM FLEXOR CHECK-FLO RAABE MODIFICATION ACCEPTS .038IN GUIDEWIRE,903037,G11638,10,10,0,10,1,10,10,444.4,444.4,402-407-11-12200-00000000000-0-0,NF,PERRY   LUANA,"PERRY, LUANA","DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS 
 
COOK MEDICAL INC",SYSTEM CREATED,KH 2634 4709,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,NF,NF,TRUE,TRUE,444.4,CHP,MOUNT SINAI BROOKLYN,4709-900110-07-2634-0000000000-0000-000-000,False,PP-CA-711,Yes,Yes,444.4,2006190,COOK MEDICAL INC,COOK MEDICAL INC,EA1,1,No, ,NO,903037, MED/SURG DISPOSABLE,4/17/2024 12:00:00 AM,CLOSED FOR INVOICE,2-1-1,44.44,APPROVED,EACH,4/17/2024 12:00:00 AM,NF,4/17/2024 12:00:00 AM,3340826,"GRANT, KAREN NICOLE",,,KH KINGS HIGHWAY,444.4,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203403,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,COOK MEDICAL,IMPLANTS,True,True,OPEN,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,No,G47372,COOK MEDICAL,8/7/2025 12:00:00 AM,M3135632,GOODS,NF,COIL EMBOLIZATION NESTER PLATINUM FIBER L7 CM OD4 MM 5.6 LOOP STERILE LATEX FREE ACCEPTS .035 IN CATHETERG47372G47372,ORAPOS,IMPLANTS,G47372,OR SUITE GENERAL SURGERY,12207,IMPLANTS,,,COIL EMBOLIZATION NESTER PLATINUM FIBER L7 CM OD4 MM 5.6 LOOP STERILE LATEX FREE ACCEPTS .035 IN CATHETER,903030,G47372,3,3,3,3,1,3,3,328.47,328.47,NF,NF,VEGA WILLIAM,VEGA WILLIAM,"IMPLANTS 
 
COOK MEDICAL",NF,12207 OR VASCULAR GP3E,"OR SUITE GENERAL SURGERY, 12207",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,328.47,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-12207-903030-00000000000-000-0000-000-00000-00000----,True,,No,No,328.47,8434853,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903030, IMPLANTS,8/6/2025 12:00:00 AM,CLOSED,4-1-1,109.49,OPEN,EACH,8/7/2025 12:00:00 AM,NF,8/6/2025 12:00:00 AM,M73898,ASHLEY SHANNON,,,MOUNT SINAI HOSPITAL - RECVG MAIN,328.47,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2023,"OR GENERAL SURGERY, 01040777",MOUNT SINAI HOSPITAL,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,OPEN,4220,"4220, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G57903,COOK MEDICAL INC,8/3/2023 12:00:00 AM,M1994181,PURCHASE ORDER,NF,CATHETER BALLOON DILATATION ADVANCE SERENITY HYDROPHILIC L150 CM L22 CM ODSEC3 MM ILIAC FEMORALG57903G57903,PMMPOS,ANGIOPLASTY BALLOON CATHETERS,G57903,OR GENERAL SURGERY,01040777,MED/SURG DISPOSABLE,PP-CA-551,,CATHETER BALLOON DILATATION ADVANCE SERENITY HYDROPHILIC L150 CM L22 CM ODSEC3 MM ILIAC FEMORAL,4220,G57903,,,0,3,1,3,0,709.47,709.47,101-101-11-12207-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"ANGIOPLASTY BALLOON CATHETERS 
 
COOK MEDICAL INC",SYSTEM CREATED,M 0729 OR VASCULAR GP3E,"OR GENERAL SURGERY, 01040777",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,709.47,M,MOUNT SINAI HOSPITAL,010407774220,False,PP-CA-551,Yes,Yes,,577639,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,4220, MED/SURG DISPOSABLE,8/3/2023 12:00:00 AM,CLOSED,4,236.49,CLOSED,EACH,8/3/2023 12:00:00 AM,NF,8/3/2023 12:00:00 AM,2804182,"ASHLEY, SHANNON",,,M 0729 OR VASCULAR GP3E,0,VASCULAR IMAGING AND INTERVENTIONAL CARDIOLOGY AND CARDIAC CATHETERIZATION LAB PRODUCTS,42203405,MEDICAL DIAGNOSTIC IMAGING AND NUCLEAR MEDICINE PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2023,"INTERVENTIONAL RADIOLOGY, 01301722",MOUNT SINAI QUEENS,COOK MEDICAL INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,OPEN,4220,"4220, MED/SURG DISPOSABLE",MOUNT SINAI QUEENS,Yes,G47334,COOK MEDICAL INC,3/1/2023 12:00:00 AM,Q1937431,PURCHASE ORDER,NF,ID PLATINUM MICRO NESTER COILS WITH 3 MM DIAMETER AND 5 CM EXTENDED LENGTHG47334G47334,PMMPOS,VASCULAR COILS,G47334,INTERVENTIONAL RADIOLOGY,01301722,MED/SURG DISPOSABLE,PP-CA-536,,ID PLATINUM MICRO NESTER COILS WITH 3 MM DIAMETER AND 5 CM EXTENDED LENGTH,4220,G47334,,,0,1,1,1,0,98.99,98.99,102-107-11-21050-00000000000-0-0,NF,MSQ MAIN PURCHASING,MSQ MAIN PURCHASING,"VASCULAR COILS 
 
COOK MEDICAL INC",SYSTEM CREATED,Q 1722 INTR RAD 25-20 30TH AVE 3 FL RM 1,"INTERVENTIONAL RADIOLOGY, 01301722",MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,98.99,Q,MOUNT SINAI QUEENS,013017224220,False,PP-CA-536,Yes,Yes,,594779,COOK MEDICAL INC,COOK MEDICAL INC,1/EA,1,No, ,NO,4220, MED/SURG DISPOSABLE,3/1/2023 12:00:00 AM,CLOSED,1,98.99,CLOSED,EACH,3/1/2023 12:00:00 AM,NF,3/1/2023 12:00:00 AM,MQIR005954,QSIGHT QUEENS  REQ INTERFACE,,,Q 1722 INTR RAD 25-20 30TH AVE 3 FL RM 1,0,CARDIOVASCULAR IMPLANTS,42296011,SURGICAL PRODUCTS,COOK MEDICAL INC,COOK
COOK MEDICAL INC,2025,,S NASSAU,COOK MEDICAL,,True,True,OPEN,,,S NASSAU,Yes,G56537,COOK MEDICAL,9/19/2025 12:00:00 AM,8384207,Inventory-Inventory_,,TRAY CATH WAYNE PIGTAIL 14FRG56537G56537,LAWPOS,,G56537,,,,MSHS-NS-009,MSHS-NS-009-MDLN,TRAY CATH WAYNE PIGTAIL 14FR,,G56537,,0,,10,1,10,0,1802,1802,,,Anthony Battaglia,Anthony Battaglia,,,MM - Store Room,,S NASSAU,,OPEN,,FALSE,FALSE,1801.5,,S NASSAU,,False,MSHS-NS-009,Yes,Yes,,4645,COOK MEDICAL,COOK MEDICAL,,,No, ,NO,,,,OPEN,1,180.2,OPEN,EA,9/19/2025 12:00:00 AM,NF,,,Eduardo Corona,,,STORE,1801,,,,COOK MEDICAL INC,6030
COOK MEDICAL INC,2023,"Interventional Radiology, 3313",S NASSAU,COOK MEDICAL,MED SURG SUPPLIES,True,True,OPEN,,,S NASSAU,Yes,G11469,COOK MEDICAL,11/28/2023 12:00:00 AM,8312121,Non-Stock-Non-Stock_,,CATHETER ANGIOGRAPHIC 5FR 100CG11469G11469,LAWPOS,MED SURG SUPPLIES,G11469,Interventional Radiology,3313,Med Surg Supplies,PP-CA-543,,CATHETER ANGIOGRAPHIC 5FR 100C,,G11469,,0,,1,,,0,114.99,114.99,,,Isa Shachove,Isa Shachove,"MED SURG SUPPLIES 
 
COOK MEDICAL",,MM - Store Room,"Interventional Radiology, 3313",S NASSAU,,OPEN,,FALSE,FALSE,114.99,,S NASSAU,,False,PP-CA-543,Yes,Yes,,78510,COOK MEDICAL,COOK MEDICAL,,,No, ,NO,,,,OPEN,4,114.99,OPEN,BX,11/28/2023 12:00:00 AM,NF,,,Christopher Nastri,,,STORE,114,,,,COOK MEDICAL INC,6030
