VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,REQ_SOURCE,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE,ALIAS,ATTRIBUTE49,Buyer,Buyer Name,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,Has Contract (1),Has Contract Old,INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PO_PROCESSING_TYPE,PunchOut Detail,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Vend Name,VendCode
ZIMMER US INC,2024,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031013,ZIMMER BIOMET,10/31/2024 12:00:00 AM,M3009386,BILL ONLY,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,ORAPOS,IMPLANTS,110031013,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,903030,110031013,1,0,1,1,1,1,1,0,0,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8391350,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,10/31/2024 12:00:00 AM,CLOSED FOR RECEIVING,4-1-1,950,CLOSED FOR RECEIVING,EACH,10/31/2024 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,5/15/2025 12:00:00 AM,B1023248,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,5/15/2025 12:00:00 AM,CLOSED,6-1-1,950,CLOSED,EACH,5/15/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2023,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER US INC,2/28/2023 12:00:00 AM,1370309,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,402-407-11-12200-00000000000-0-0,NF,BUYER   CONVERSION,"BUYER, CONVERSION","BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",BUYER CREATED,KH 2634 4709,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,MANUAL FAX/PHONE,TRUE,TRUE,950,CHP,MOUNT SINAI BROOKLYN,4709-900152-07-2634-0000000000-0000-000-000,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER US INC,ZIMMER US INC,EA1,1,No, ,NO,903030, IMPLANTS,2/28/2023 12:00:00 AM,CLOSED,3-1-1,950,APPROVED,EACH,2/28/2023 12:00:00 AM,NF,NF,2/28/2023 12:00:00 AM,3182859,"STEVENSON, OLETA",,,KH KINGS HIGHWAY,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,21043
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,5/16/2025 12:00:00 AM,B1023348,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,0,0,0,1,1,1,0,0,0,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,5/16/2025 12:00:00 AM,CLOSED FOR RECEIVING,7-1-1,950,CLOSED FOR RECEIVING,EACH,5/16/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,0,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,12/31/2024 12:00:00 AM,B1008895,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,0,1,1,1,1,1,0,0,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,12/31/2024 12:00:00 AM,CLOSED FOR RECEIVING,4-1-1,950,CLOSED FOR RECEIVING,EACH,12/31/2024 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER BIOMET,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031013,ZIMMER BIOMET,8/26/2025 12:00:00 AM,B1033123,BILL ONLY,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,ORAPOS,IMPLANTS,110031013,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,903030,110031013,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,402-407-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8391350,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,8/26/2025 12:00:00 AM,CLOSED,6-1-1,950,CLOSED,EACH,8/26/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER BIOMET,21043
ZIMMER BIOMET,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,9/9/2025 12:00:00 AM,B1034440,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,402-407-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,9/9/2025 12:00:00 AM,CLOSED,6-1-1,950,CLOSED,EACH,9/9/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER BIOMET,21043
ZIMMER US INC,2024,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031013,ZIMMER BIOMET,11/23/2024 12:00:00 AM,M3007888,BILL ONLY,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,ORAPOS,IMPLANTS,110031013,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,903030,110031013,1,0,1,1,1,1,1,0,0,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8391350,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,10/29/2024 12:00:00 AM,CLOSED FOR RECEIVING,16-1-1,950,CLOSED FOR RECEIVING,EACH,11/23/2024 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2023,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER US INC,5/31/2023 12:00:00 AM,M1969854,PURCHASE ORDER,NF,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN110031012110031012,PMMPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN,903030,110031012,1,0,1,1,1,1,1,950,950,101-101-11-13200-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",SYSTEM CREATED,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,INACTIVE,CLOSED,EDI,TRUE,TRUE,950,M,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8392462,ZIMMER US INC,ZIMMER US INC,1/EA,1,No, ,NO,903030, IMPLANTS,5/31/2023 12:00:00 AM,CLOSED,75,950,CLOSED,EACH,5/31/2023 12:00:00 AM,TOUCHLESS PO,NF,5/31/2023 12:00:00 AM,SECB9DU5C84KRB0ZA4UH6A,SURGERY EXCHANGE REQ INTERFACE,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,ZIMMER US INC
ZIMMER US INC,2023,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER US INC,11/30/2023 12:00:00 AM,M2038669,PURCHASE ORDER,NF,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN110031012110031012,PMMPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OR ORTHOPEDICS GP 3C,01040784,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E F OD44 MM ID28 MM LUMEN,4229,110031012,1,,1,1,1,1,1,950,950,101-101-11-13200-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",SYSTEM CREATED,M 0784 SURGEX OR ORTHO GP3 - 382,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,M,MOUNT SINAI HOSPITAL,010407844229,False,MSHS-JOINT-ZIMMER,Yes,Yes,,563144,ZIMMER US INC,ZIMMER US INC,1/EA,1,No, ,NO,4229, IMPLANTS,11/30/2023 12:00:00 AM,CLOSED,38,950,CLOSED,EACH,11/30/2023 12:00:00 AM,NF,NF,11/30/2023 12:00:00 AM,SE8ARUG7PH5ZT338PZ86P3,SURGERY EXCHANGE REQ INTERFACE,,,M 0784 SURGEX OR ORTHO GP3 - 382,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,ZIMMER US INC
"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",2025,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER BIOMET,5/27/2025 12:00:00 AM,M3104358,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,1,1,1,1,1,950,950,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,MANUAL/PHONE,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,5/27/2025 12:00:00 AM,CLOSED,1-1-1,950,CLOSED,EACH,5/27/2025 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",310350
ZIMMER US INC,2024,"OR SUITE ORTHOPAEDIC SURGERY, 12210",MOUNT SINAI WEST,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903030,"903030, IMPLANTS",MOUNT SINAI WEST,Yes,110031012,ZIMMER US INC,5/28/2024 12:00:00 AM,1452308,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OR SUITE ORTHOPAEDIC SURGERY,12210,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,301-301-11-12210-00000000000-0-0,NF,BUYER   CONVERSION,"BUYER, CONVERSION","BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",BUYER CREATED,RH 2636 1109 1,"OR SUITE ORTHOPAEDIC SURGERY, 12210",MOUNT SINAI WEST,ACTIVE,CLOSED,MANUAL FAX/PHONE,TRUE,TRUE,950,CHP,MOUNT SINAI WEST,1109-900152-01-2636-0000000000-0000-000-000,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER US INC,ZIMMER US INC,EA1,1,No, ,NO,903030, IMPLANTS,5/28/2024 12:00:00 AM,CLOSED,8-1-1,950,APPROVED,EACH,5/28/2024 12:00:00 AM,NF,NF,5/28/2024 12:00:00 AM,3355041,"MATOS, LEONILDA",,,RH 2636 1109 1,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,21043
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,3/11/2025 12:00:00 AM,B1016694,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,3/11/2025 12:00:00 AM,CLOSED,7-1-1,950,CLOSED,EACH,3/11/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2023,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER US INC,8/29/2023 12:00:00 AM,1404419,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,402-407-11-12200-00000000000-0-0,NF,BUYER   CONVERSION,"BUYER, CONVERSION","BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",BUYER CREATED,KH 2634 4709,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,MANUAL FAX/PHONE,TRUE,TRUE,950,CHP,MOUNT SINAI BROOKLYN,4709-900152-07-2634-0000000000-0000-000-000,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER US INC,ZIMMER US INC,EA1,1,No, ,NO,903030, IMPLANTS,8/29/2023 12:00:00 AM,CLOSED,5-1-1,950,APPROVED,EACH,8/29/2023 12:00:00 AM,NF,NF,8/29/2023 12:00:00 AM,3254499,"MATOS, LEONILDA",,,KH KINGS HIGHWAY,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,21043
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,7/15/2025 12:00:00 AM,B1028911,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,402-407-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,7/15/2025 12:00:00 AM,CLOSED,5-1-1,950,CLOSED,EACH,7/15/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,CONTRIBUTIONS-CONTRIBUTIONS,True,True,CLOSED,703801,"703801, CONTRIBUTIONS-CONTRIBUTIONS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,10/15/2024 12:00:00 AM,B1000904,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,CONTRIBUTIONS-CONTRIBUTIONS,110031012,OPERATING ROOM SUITE,12200,CONTRIBUTIONS-CONTRIBUTIONS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,703801,110031012,1,0,1,1,1,1,1,0,0,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"CONTRIBUTIONS-CONTRIBUTIONS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-71-12200-703801-BS122000001-741-7112-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,703801, CONTRIBUTIONS-CONTRIBUTIONS,10/15/2024 12:00:00 AM,CLOSED FOR RECEIVING,4-1-1,950,CLOSED FOR RECEIVING,EACH,10/15/2024 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
