VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,REQ_SOURCE,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE,ALIAS,ATTRIBUTE49,Buyer,Buyer Name,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,Has Contract (1),Has Contract Old,INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PO_PROCESSING_TYPE,PunchOut Detail,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Vend Name,VendCode
ZIMMER US INC,2025,"OR SUITE ORTHOPAEDIC SURGERY, 12210",MOUNT SINAI WEST,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI WEST,Yes,110031012,ZIMMER BIOMET,5/22/2025 12:00:00 AM,W1061181,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OR SUITE ORTHOPAEDIC SURGERY,12210,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI WEST - RECVG MAIN,"OR SUITE ORTHOPAEDIC SURGERY, 12210",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-12210-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,5/22/2025 12:00:00 AM,CLOSED,1-1-1,950,CLOSED,EACH,5/22/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI WEST - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2024,"OR SUITE ORTHOPAEDIC SURGERY, 12210",MOUNT SINAI MORNINGSIDE,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903030,"903030, IMPLANTS",MOUNT SINAI MORNINGSIDE,Yes,110031012,ZIMMER US INC,8/22/2024 12:00:00 AM,1467218,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OR SUITE ORTHOPAEDIC SURGERY,12210,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,302-302-11-12210-00000000000-0-0,NF,BUYER   CONVERSION,"BUYER, CONVERSION","BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",BUYER CREATED,SL 2636 1109 1,"OR SUITE ORTHOPAEDIC SURGERY, 12210",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,MANUAL FAX/PHONE,TRUE,TRUE,950,CHP,MOUNT SINAI MORNINGSIDE,1109-900152-02-2636-0000000000-0000-000-000,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER US INC,ZIMMER US INC,EA1,1,No, ,NO,903030, IMPLANTS,8/22/2024 12:00:00 AM,CLOSED,4-1-1,950,APPROVED,EACH,8/22/2024 12:00:00 AM,NF,NF,8/22/2024 12:00:00 AM,3385724,"STEVENSON, OLETA",,,SL ST LUKES,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,21043
ZIMMER US INC,2025,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031013,ZIMMER BIOMET,1/29/2025 12:00:00 AM,M3049217,BILL ONLY,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,ORAPOS,IMPLANTS,110031013,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,903030,110031013,1,0,1,1,1,1,1,0,0,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8391350,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,1/29/2025 12:00:00 AM,CLOSED FOR RECEIVING,6-1-1,950,CLOSED FOR RECEIVING,EACH,1/29/2025 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",2025,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER BIOMET,1/2/2025 12:00:00 AM,M3022482,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,1,1,1,1,1,950,950,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,MANUAL/PHONE,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,11/29/2024 12:00:00 AM,CLOSED,2-1-1,950,CLOSED,EACH,1/2/2025 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",310350
ZIMMER US INC,2023,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4229,"4229, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031013,ZIMMER US INC,7/31/2023 12:00:00 AM,M1992035,PURCHASE ORDER,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,PMMPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031013,OR ORTHOPEDICS GP 3C,01040784,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,4229,110031013,1,,1,1,1,1,1,950,950,101-101-11-13200-00000000000-0-0,NF,MSH MAIN PURCHASING,MSH MAIN PURCHASING,"BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",SYSTEM CREATED,M 0784 SURGEX OR ORTHO GP3 - 382,"OR ORTHOPEDICS GP 3C, 01040784",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,M,MOUNT SINAI HOSPITAL,010407844229,False,MSHS-JOINT-ZIMMER,Yes,Yes,,560925,ZIMMER US INC,ZIMMER US INC,1/EA,1,No, ,NO,4229, IMPLANTS,7/31/2023 12:00:00 AM,CLOSED,17,950,CLOSED,EACH,7/31/2023 12:00:00 AM,NF,NF,7/31/2023 12:00:00 AM,SE3RKP5BY9G1RCF8BT9PUT,SURGERY EXCHANGE REQ INTERFACE,,,M 0784 SURGEX OR ORTHO GP3 - 382,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,ZIMMER US INC
ZIMMER US INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,CONTRIBUTIONS-CONTRIBUTIONS,True,True,CLOSED,703801,"703801, CONTRIBUTIONS-CONTRIBUTIONS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,11/19/2024 12:00:00 AM,B1004993,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,CONTRIBUTIONS-CONTRIBUTIONS,110031012,OPERATING ROOM SUITE,12200,CONTRIBUTIONS-CONTRIBUTIONS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,703801,110031012,1,0,1,1,1,1,1,0,0,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"CONTRIBUTIONS-CONTRIBUTIONS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-71-12200-703801-BS122000001-741-7112-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,703801, CONTRIBUTIONS-CONTRIBUTIONS,11/19/2024 12:00:00 AM,CLOSED FOR RECEIVING,6-1-1,950,CLOSED FOR RECEIVING,EACH,11/19/2024 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2023,"Operating Room - G Wing, 2237",S NASSAU,ZIMMER US INC,ORTHO IMPLANTS,True,True,CLOSED,,,S NASSAU,Yes,110031012,ZIMMER US INC,3/17/2023 12:00:00 AM,8260963,Special-Special_Bill Only,,VIVACIT-E DM BEARING 28X44MM110031012110031012,LAWPOS,ORTHO IMPLANTS,110031012,Operating Room - G Wing,2237,Ortho Implants,MSHS-JOINT-ZIMMER,,VIVACIT-E DM BEARING 28X44MM,,110031012,,1,,1,,,0,950,950,,,Chonte Gadsden,Chonte Gadsden,"ORTHO IMPLANTS 
 
ZIMMER US INC",,Operating Room - G Wing,"Operating Room - G Wing, 2237",S NASSAU,,CLOSED,,FALSE,FALSE,950,S NASSAU,S NASSAU,,False,MSHS-JOINT-ZIMMER,Yes,Yes,,110031012,ZIMMER US INC,ZIMMER US INC,,,No, ,NO,,,,CLOSED,4,950,CLOSED,EA  ,3/17/2023 12:00:00 AM,,NF,,,Amanda Lopez,,,OR,950,,,,ZIMMER US INC,25700
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031013,ZIMMER BIOMET,7/22/2025 12:00:00 AM,B1029565,BILL ONLY,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,ORAPOS,IMPLANTS,110031013,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,903030,110031013,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,402-407-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8391350,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,7/22/2025 12:00:00 AM,CLOSED,4-1-1,950,CLOSED,EACH,7/22/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2023,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER US INC,10/18/2023 12:00:00 AM,1413405,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,402-407-11-12200-00000000000-0-0,NF,BUYER   CONVERSION,"BUYER, CONVERSION","BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",BUYER CREATED,KH 2634 4709,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,MANUAL FAX/PHONE,TRUE,TRUE,950,CHP,MOUNT SINAI BROOKLYN,4709-900152-07-2634-0000000000-0000-000-000,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER US INC,ZIMMER US INC,EA1,1,No, ,NO,903030, IMPLANTS,10/18/2023 12:00:00 AM,CLOSED,2-1-1,950,APPROVED,EACH,10/18/2023 12:00:00 AM,NF,NF,10/18/2023 12:00:00 AM,3273703,"STEVENSON, OLETA",,,KH KINGS HIGHWAY,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,21043
ZIMMER US INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,CONTRIBUTIONS-CONTRIBUTIONS,True,True,CLOSED,703801,"703801, CONTRIBUTIONS-CONTRIBUTIONS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,11/19/2024 12:00:00 AM,B1004867,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,CONTRIBUTIONS-CONTRIBUTIONS,110031012,OPERATING ROOM SUITE,12200,CONTRIBUTIONS-CONTRIBUTIONS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,703801,110031012,1,0,1,1,1,1,1,0,0,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"CONTRIBUTIONS-CONTRIBUTIONS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-71-12200-703801-BS122000001-741-7112-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,703801, CONTRIBUTIONS-CONTRIBUTIONS,11/19/2024 12:00:00 AM,CLOSED FOR RECEIVING,4-1-1,950,CLOSED FOR RECEIVING,EACH,11/19/2024 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2024,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031013,ZIMMER BIOMET,10/31/2024 12:00:00 AM,M3009480,BILL ONLY,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,ORAPOS,IMPLANTS,110031013,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,903030,110031013,2,0,2,1,1,2,2,0,0,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8391350,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,10/31/2024 12:00:00 AM,CLOSED FOR RECEIVING,3-1-1,950,CLOSED FOR RECEIVING,EACH,10/31/2024 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,1900,NF,NF,NF,ZIMMER US INC,21043
"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",2025,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER BIOMET,9/13/2025 12:00:00 AM,M3152818,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,1,1,1,1,1,950,950,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,MANUAL/PHONE,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,9/13/2025 12:00:00 AM,CLOSED,1-1-1,950,CLOSED,EACH,9/13/2025 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",310350
ZIMMER US INC,2023,"OR SUITE ORTHOPAEDIC SURGERY, 12210",MOUNT SINAI WEST,ZIMMER US INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,PROCESSED,903030,"903030, IMPLANTS",MOUNT SINAI WEST,Yes,110031012,ZIMMER US INC,7/31/2023 12:00:00 AM,1398929,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,BI POLAR OR UNI POLAR HIP COMPONENTS,110031012,OR SUITE ORTHOPAEDIC SURGERY,12210,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,301-301-11-12210-00000000000-0-0,NF,BUYER   CONVERSION,"BUYER, CONVERSION","BI POLAR OR UNI POLAR HIP COMPONENTS 
 
ZIMMER US INC",BUYER CREATED,RH 2636 1109,"OR SUITE ORTHOPAEDIC SURGERY, 12210",MOUNT SINAI WEST,ACTIVE,CLOSED,MANUAL FAX/PHONE,TRUE,TRUE,950,CHP,MOUNT SINAI WEST,1109-900152-01-2636-0000000000-0000-000-000,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER US INC,ZIMMER US INC,EA1,1,No, ,NO,903030, IMPLANTS,7/31/2023 12:00:00 AM,CLOSED,4-1-1,950,APPROVED,EACH,7/31/2023 12:00:00 AM,NF,NF,7/31/2023 12:00:00 AM,3242420,"STEVENSON, OLETA",,,RH ROOSEVELT,950,HIP JOINT IMPLANTS,42321715,ORTHOPEDIC SURGICAL IMPLANTS,ZIMMER US INC,21043
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,3/4/2025 12:00:00 AM,B1015920,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,0,0,0,1,1,1,0,0,0,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,3/4/2025 12:00:00 AM,CLOSED FOR RECEIVING,3-1-1,950,CLOSED FOR RECEIVING,EACH,3/4/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,0,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2025,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031012,ZIMMER BIOMET,5/13/2025 12:00:00 AM,B1023004,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,0,1,1,1,1,950,950,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,5/13/2025 12:00:00 AM,CLOSED,6-1-1,950,CLOSED,EACH,5/13/2025 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
ZIMMER US INC,2024,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI BROOKLYN,Yes,110031013,ZIMMER BIOMET,12/31/2024 12:00:00 AM,B1008978,BILL ONLY,NF,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN110031013110031013,ORAPOS,IMPLANTS,110031013,OPERATING ROOM SUITE,12200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING HIP VIVACIT-E G OD46 MM ID28 MM LUMEN,903030,110031013,1,0,1,1,1,1,1,0,0,NF,NF,STEVENSON OLETA,STEVENSON OLETA,"IMPLANTS 
 
ZIMMER BIOMET",NF,MOUNT SINAI BROOKLYN - RECVG MAIN,"OPERATING ROOM SUITE, 12200",MOUNT SINAI BROOKLYN,ACTIVE,CLOSED,EDI,TRUE,TRUE,950,MOUNT SINAI BROOKLYN,MOUNT SINAI BROOKLYN,401-404-11-12200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,0,8391350,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,12/31/2024 12:00:00 AM,CLOSED FOR RECEIVING,5-1-1,950,CLOSED FOR RECEIVING,EACH,12/31/2024 12:00:00 AM,PROCESSED BY BUYER,NF,,NF,NF,,,MOUNT SINAI BROOKLYN - RECVG MAIN,950,NF,NF,NF,ZIMMER US INC,21043
"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",2025,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ZIMMER BIOMET,IMPLANTS,True,True,CLOSED,903030,"903030, IMPLANTS",MOUNT SINAI HOSPITAL,Yes,110031012,ZIMMER BIOMET,7/22/2025 12:00:00 AM,M3128891,BILL ONLY,NF,BEARING 28MM I.D. 44 MM O.D. SIZE F110031012110031012,ORAPOS,IMPLANTS,110031012,ORTHOPEDICS,13200,IMPLANTS,MSHS-JOINT-ZIMMER,,BEARING 28MM I.D. 44 MM O.D. SIZE F,903030,110031012,1,1,1,1,1,1,1,950,950,NF,NF,ERP OIC SERVICE,ERP OIC SERVICE,"IMPLANTS 
 
ZIMMER BIOMET",NF,13200 SURGEX OR ORTHO GP3 - 382,"ORTHOPEDICS, 13200",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,MANUAL/PHONE,TRUE,TRUE,950,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-13200-903030-00000000000-000-0000-000-00000-00000----,False,MSHS-JOINT-ZIMMER,Yes,Yes,950,8444361,ZIMMER BIOMET,ZIMMER BIOMET,NF,1,No, ,NO,903030, IMPLANTS,7/22/2025 12:00:00 AM,CLOSED,1-1-1,950,CLOSED,EACH,7/22/2025 12:00:00 AM,TOUCHLESS PO,NF,,NF,NF,,,MOUNT SINAI HOSPITAL - RECVG MAIN,950,NF,NF,NF,"ZIMMER BIOMET SPINE DBA ZIMVIE, DENTAL, BIOMET 3I",310350
