VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,Mmis Obj Code,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE
MEDLINE INDUSTRIES INC,2023,"NSG NEONATAL ICU KP 3 NICU, 01040757",MOUNT SINAI HOSPITAL,MEDLINE INDUSTRIES INC,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,True,True,CLOSED,4220,"4220, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,No,ENT1222A,MEDLINE INDUSTRIES INC,9/12/2023 12:00:00 AM,M2008390,PURCHASE ORDER,PMMPOS,ENTERAL FEEDING SET ADAPTERS OR CONNECTORS OR EXTENSIONS,ENT1222A,NSG NEONATAL ICU KP 3 NICU,01040757,MED/SURG DISPOSABLE,,,4220,3,,3,3,,,,1152.21,1152.21
