Facility Dept,Year of Po Date,VendName,Dept Desc_Num   ,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,Has Contract Old,MfrCatno,MfrName,Po Date,Pono Release,PoType,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,SPEND,SPEND_VALUE,ALIAS,And Filter,ATTRIBUTE49,Buyer,Buyer Name,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Direct Filter,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,Has Contract (1),INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,MnfrName,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PO_QTY_CALC,PunchOut Detail,Qty in EA test,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Unspsc Segment,Vend Name,VendCode
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"OPERATING ROOM SUITE, 12200",OPEN,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,5/14/2025 12:00:00 AM,M3098966,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,OPERATING ROOM SUITE,12200,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,1,1,1,10,10,232.2,232.2,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,12200 OR SEMI-LUM 25-10 30TH AVE 5TH FL,"OPERATING ROOM SUITE, 12200",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,232.199,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-12200-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,232.2,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,5/14/2025 12:00:00 AM,CLOSED,5-1-1,232.199,OPEN,CASE,5/14/2025 12:00:00 AM,1,NF,10,5/14/2025 12:00:00 AM,Q8860,PASION RENATO,,,MOUNT SINAI QUEENS - RECVG MAIN,232.199,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"EMERGENCY DEPARTMENT, 14100",OPEN,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,3/28/2025 12:00:00 AM,M3077778,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,EMERGENCY DEPARTMENT,14100,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,8,8,8,,,185.76,185.76,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,14100 ED A1-218 25-10 30TH AVE 1FL,"EMERGENCY DEPARTMENT, 14100",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,185.7592,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-14100-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,185.76,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,3/28/2025 12:00:00 AM,CLOSED,29-1-1,23.2199,OPEN,EACH,3/28/2025 12:00:00 AM,8,NF,,3/28/2025 12:00:00 AM,Q6971,MOISES GABRIEL,,,MOUNT SINAI QUEENS - RECVG MAIN,185.7592,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI MORNINGSIDE,2025,CR BARD INC,"OUTPATIENT CLINIC, 13608",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI MORNINGSIDE,Yes,Yes,A303316A,BD,5/5/2025 12:00:00 AM,W1055849,GOODS,TRAY CATH FOLEY STABILIZATION SURESTEP LATEX 16FRA303316AA303316A,ORAPOS,UROLOGY,A303316A,OUTPATIENT CLINIC,13608,UROLOGY,PP-NS-2059,MSHS-BARD-UROLOGY-DIRECT-NC,TRAY CATH FOLEY STABILIZATION SURESTEP LATEX 16FR,903079,A303316A,1,1,1,10,10,225.84,225.84,NF,True,NF,FORERO PAULO,FORERO PAULO,"UROLOGY 
 
BD",Y,440 W 114TH ST 2ND FL STE 250 2ND FLOOR SUITE 250,"OUTPATIENT CLINIC, 13608",True,MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,225.836,MOUNT SINAI MORNINGSIDE,MOUNT SINAI MORNINGSIDE,302-302-11-13608-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,225.84,1936297,BD,BD,NF,10,BD,No, ,NO,903079, UROLOGY,5/5/2025 12:00:00 AM,CLOSED,1-1-1,225.836,CLOSED,CASE,5/5/2025 12:00:00 AM,1,NF,10,5/5/2025 12:00:00 AM,L18830,STEPHEN SHERRY,,,MOUNT SINAI MORNINGSIDE - RECVG MAIN,225.836,NF,NF,NF,UROLOGY,CR BARD INC,336358
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"OPERATING ROOM SUITE, 12200",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,6/18/2025 12:00:00 AM,M3114517,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,OPERATING ROOM SUITE,12200,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,1,1,1,10,10,232.2,232.2,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,12200 OR SEMI-LUM 25-10 30TH AVE 5TH FL,"OPERATING ROOM SUITE, 12200",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,232.199,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-12200-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,232.2,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,6/18/2025 12:00:00 AM,CLOSED,3-1-1,232.199,CLOSED,CASE,6/18/2025 12:00:00 AM,1,NF,10,6/18/2025 12:00:00 AM,Q10161,PASION RENATO,,,MOUNT SINAI QUEENS - RECVG MAIN,232.199,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI WEST VILLAGE,2025,MEDLINE INDUSTRIES INC,"AMBULATORY SURGERY, 12152",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI WEST VILLAGE,Yes,Yes,A942216,BD,3/24/2025 12:00:00 AM,B1017692,GOODS,SILICONE UM FLY TRAY WITH FSD - COIA942216BRDA942216,ORAPOS,UROLOGY,BRDA942216,AMBULATORY SURGERY,12152,UROLOGY,PP-NS-2059,,SILICONE UM FLY TRAY WITH FSD - COI,903079,A942216,1,1,1,10,10,223.4,223.4,NF,True,NF,MELENDEZ REBECA,MELENDEZ REBECA,"UROLOGY 
 
BD",Y,325 W 15TH ST 1ST FL AMB SURG 1ST FLOOR AMBULATORY SURGER 1,"AMBULATORY SURGERY, 12152",True,MOUNT SINAI WEST VILLAGE,ACTIVE,CLOSED,EDI,TRUE,TRUE,223.4,MS CANCER CENTER WEST,MOUNT SINAI WEST VILLAGE,408-958-11-12152-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,223.4,1926475,BD,BD,NF,10,BD,No, ,NO,903079, UROLOGY,3/21/2025 12:00:00 AM,CLOSED,21-1-1,223.4,CLOSED,CASE,3/24/2025 12:00:00 AM,1,NF,10,3/21/2025 12:00:00 AM,C1783,WARE PAUL,,,MS CANCER CENTER WEST - RECVG MAIN,223.4,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI HOSPITAL,2025,MEDLINE INDUSTRIES INC,"NURSING LABOR & DELIV KP 2-MSH, 10263",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI HOSPITAL,Yes,Yes,A303414A,BD,3/6/2025 12:00:00 AM,M3067588,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING LABOR & DELIV KP 2-MSH,10263,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,0,3,3,10,30,696.6,696.6,NF,True,NF,ANDERSON   MRS. DEBORAH,"ANDERSON, MRS. DEBORAH","UROLOGY 
 
BD",Y,10263 MC KP2 L&D EAST,"NURSING LABOR & DELIV KP 2-MSH, 10263",True,MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,696.597,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-10263-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,696.6,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,3/6/2025 12:00:00 AM,CLOSED FOR RECEIVING,1-1-1,232.199,CLOSED FOR RECEIVING,CASE,3/6/2025 12:00:00 AM,3,NF,30,3/6/2025 12:00:00 AM,M36465,CARTER MILES,,,MOUNT SINAI HOSPITAL - RECVG MAIN,696.597,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI HOSPITAL,2025,MEDLINE INDUSTRIES INC,"NURSING LABOR & DELIV KP 2-MSH, 10263",OPEN,903079,"903079, UROLOGY",MOUNT SINAI HOSPITAL,Yes,Yes,A303414A,BD,2/4/2025 12:00:00 AM,M3052495,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING LABOR & DELIV KP 2-MSH,10263,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,1,1,1,10,10,219.4,219.4,NF,True,NF,DIAZ VANESSA,DIAZ VANESSA,"UROLOGY 
 
BD",Y,10263 MC KP2 L&D EAST,"NURSING LABOR & DELIV KP 2-MSH, 10263",True,MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,219.4,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-10263-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,219.4,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/4/2025 12:00:00 AM,CLOSED,4-1-1,219.4,OPEN,CASE,2/4/2025 12:00:00 AM,1,NF,10,2/4/2025 12:00:00 AM,M28572,ROJAS BERNNIT,,,MOUNT SINAI HOSPITAL - RECVG MAIN,219.4,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 3E-MSQ, 10406",OPEN,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,2/25/2025 12:00:00 AM,M3061730,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 3E-MSQ,10406,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,43.88,43.88,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10406 NSG STATION 3E 25-10 30TH AVE 3FL,"NURSING STATION 3E-MSQ, 10406",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,43.88,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10406-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,43.88,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/24/2025 12:00:00 AM,CLOSED,33-1-1,21.94,OPEN,EACH,2/25/2025 12:00:00 AM,2,NF,,2/24/2025 12:00:00 AM,Q5609,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,43.88,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 3W-MSQ, 10407",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,7/11/2025 12:00:00 AM,M3124087,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 3W-MSQ,10407,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10407 NSG STATION 3W 25-10 30TH AVE 3FL,"NURSING STATION 3W-MSQ, 10407",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.44,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10407-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,7/11/2025 12:00:00 AM,CLOSED,30-1-1,23.22,CLOSED,EACH,7/11/2025 12:00:00 AM,2,NF,,7/11/2025 12:00:00 AM,Q10960,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.44,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI HOSPITAL,2025,MEDLINE INDUSTRIES INC,"NURSING LABOR & DELIV KP 2-MSH, 10263",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI HOSPITAL,Yes,Yes,A303414A,BD,2/6/2025 12:00:00 AM,M3053788,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING LABOR & DELIV KP 2-MSH,10263,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,1,1,1,10,10,219.4,219.4,NF,True,NF,DIAZ VANESSA,DIAZ VANESSA,"UROLOGY 
 
BD",Y,10263 MC KP2 L&D EAST,"NURSING LABOR & DELIV KP 2-MSH, 10263",True,MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,219.4,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-10263-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,219.4,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/6/2025 12:00:00 AM,CLOSED,24-1-1,219.4,CLOSED,CASE,2/6/2025 12:00:00 AM,1,NF,10,2/6/2025 12:00:00 AM,M29252,ROJAS BERNNIT,,,MOUNT SINAI HOSPITAL - RECVG MAIN,219.4,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 3E-MSQ, 10406",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,4/19/2025 12:00:00 AM,M3087363,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 3E-MSQ,10406,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10406 NSG STATION 3E 25-10 30TH AVE 3FL,"NURSING STATION 3E-MSQ, 10406",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.4398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10406-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,4/18/2025 12:00:00 AM,CLOSED,9-1-1,23.2199,CLOSED,EACH,4/19/2025 12:00:00 AM,2,NF,,4/18/2025 12:00:00 AM,Q7847,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.4398,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 6-TELEM-MSQ, 10411",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,5/28/2025 12:00:00 AM,M3104959,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 6-TELEM-MSQ,10411,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10411 NSG STATION 6TEL 25-10 30TH AVE 6,"NURSING STATION 6-TELEM-MSQ, 10411",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.44,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10411-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,5/28/2025 12:00:00 AM,CLOSED,14-1-1,23.22,CLOSED,EACH,5/28/2025 12:00:00 AM,2,NF,,5/28/2025 12:00:00 AM,Q9403,CASTILLO DAVID,,,MOUNT SINAI QUEENS - RECVG MAIN,46.44,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 3W-MSQ, 10407",OPEN,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,6/30/2025 12:00:00 AM,M3118963,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 3W-MSQ,10407,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10407 NSG STATION 3W 25-10 30TH AVE 3FL,"NURSING STATION 3W-MSQ, 10407",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.44,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10407-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,6/30/2025 12:00:00 AM,CLOSED,28-1-1,23.22,OPEN,EACH,6/30/2025 12:00:00 AM,2,NF,,6/30/2025 12:00:00 AM,Q10553,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.44,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 2-MSQ, 10405",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,2/5/2025 12:00:00 AM,M3052369,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 2-MSQ,10405,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,43.88,43.88,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10405 NSG STATION 2 25-10 30TH AVE 2FL,"NURSING STATION 2-MSQ, 10405",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,43.88,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10405-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,43.88,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/4/2025 12:00:00 AM,CLOSED,27-1-1,21.94,CLOSED,EACH,2/5/2025 12:00:00 AM,2,NF,,2/4/2025 12:00:00 AM,Q4888,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,43.88,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"EMERGENCY DEPARTMENT, 14100",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,2/6/2025 12:00:00 AM,M3053087,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,EMERGENCY DEPARTMENT,14100,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,8,8,8,,,175.52,175.52,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,14100 ED A1-218 25-10 30TH AVE 1FL,"EMERGENCY DEPARTMENT, 14100",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,175.52,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-14100-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,175.52,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/5/2025 12:00:00 AM,CLOSED,26-1-1,21.94,CLOSED,EACH,2/6/2025 12:00:00 AM,8,NF,,2/5/2025 12:00:00 AM,Q4939,LUNA ALYJAH,,,MOUNT SINAI QUEENS - RECVG MAIN,175.52,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"EMERGENCY DEPARTMENT, 14100",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,4/23/2025 12:00:00 AM,M3089688,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,EMERGENCY DEPARTMENT,14100,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,8,8,8,,,185.76,185.76,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,14100 ED A1-218 25-10 30TH AVE 1FL,"EMERGENCY DEPARTMENT, 14100",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,185.7592,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-14100-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,185.76,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,4/23/2025 12:00:00 AM,CLOSED,28-1-1,23.2199,CLOSED,EACH,4/23/2025 12:00:00 AM,8,NF,,4/23/2025 12:00:00 AM,Q8041,LUNA ALYJAH,,,MOUNT SINAI QUEENS - RECVG MAIN,185.7592,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
