Facility Dept,Year of Po Date,VendName,Dept Desc_Num   ,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,Has Contract Old,MfrCatno,MfrName,Po Date,Pono Release,PoType,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,SPEND,SPEND_VALUE,ALIAS,And Filter,ATTRIBUTE49,Buyer,Buyer Name,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Direct Filter,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,Has Contract (1),INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,MnfrName,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PO_QTY_CALC,PunchOut Detail,Qty in EA test,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Unspsc Segment,Vend Name,VendCode
MOUNT SINAI HOSPITAL,2025,MEDLINE INDUSTRIES INC,"NURSING SICU - GP 6 EAST-MSH, 10212",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI HOSPITAL,Yes,Yes,A303414A,BD,2/5/2025 12:00:00 AM,M3049180,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING SICU - GP 6 EAST-MSH,10212,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,5,5,5,,,109.7,109.7,NF,True,NF,IKRAM UMAIR,IKRAM UMAIR,"UROLOGY 
 
BD",Y,10212 GI GP 6E SICU B,"NURSING SICU - GP 6 EAST-MSH, 10212",True,MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,109.7,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-10212-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,109.7,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,1/29/2025 12:00:00 AM,CLOSED,9-1-1,21.94,CLOSED,EACH,2/5/2025 12:00:00 AM,5,NF,,1/29/2025 12:00:00 AM,M26891,MARTINEZ MAX,,,MOUNT SINAI HOSPITAL - RECVG MAIN,109.7,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI MORNINGSIDE,2025,CR BARD INC,"OUTPATIENT CLINIC, 13608",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI MORNINGSIDE,Yes,Yes,A303316A,BD,3/16/2025 12:00:00 AM,W1041172,GOODS,TRAY CATH FOLEY STABILIZATION SURESTEP LATEX 16FRA303316AA303316A,ORAPOS,UROLOGY,A303316A,OUTPATIENT CLINIC,13608,UROLOGY,PP-NS-2059,MSHS-BARD-UROLOGY-DIRECT-NC,TRAY CATH FOLEY STABILIZATION SURESTEP LATEX 16FR,903079,A303316A,1,1,1,10,10,225.8,225.8,NF,True,NF,BANNERMAN TRACEY,BANNERMAN TRACEY,"UROLOGY 
 
BD",Y,440 W 114TH ST 2ND FL STE 250 2ND FLOOR SUITE 250,"OUTPATIENT CLINIC, 13608",True,MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,225.8,MOUNT SINAI MORNINGSIDE,MOUNT SINAI MORNINGSIDE,302-302-11-13608-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,225.8,1936297,BD,BD,NF,10,BD,No, ,NO,903079, UROLOGY,3/11/2025 12:00:00 AM,CLOSED,1-1-1,225.8,CLOSED,CASE,3/16/2025 12:00:00 AM,1,NF,10,3/11/2025 12:00:00 AM,L14714,STEPHEN SHERRY,,,MOUNT SINAI MORNINGSIDE - RECVG MAIN,225.8,NF,NF,NF,UROLOGY,CR BARD INC,336358
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"OPERATING ROOM SUITE, 12200",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,7/9/2025 12:00:00 AM,M3122478,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA942214,ORAPOS,UROLOGY,BRDA942214,OPERATING ROOM SUITE,12200,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,1,1,1,10,10,223.41,223.41,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,12200 OR SEMI-LUM 25-10 30TH AVE 5TH FL,"OPERATING ROOM SUITE, 12200",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,232.2,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-12200-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,223.41,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,7/8/2025 12:00:00 AM,CLOSED,8-1-1,232.2,CLOSED,CASE,7/9/2025 12:00:00 AM,1,NF,10,7/8/2025 12:00:00 AM,Q10825,PASION RENATO,,,MOUNT SINAI QUEENS - RECVG MAIN,232.2,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 6-TELEM-MSQ, 10411",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,2/23/2025 12:00:00 AM,M3055289,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 6-TELEM-MSQ,10411,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,43.88,43.88,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10411 NSG STATION 6TEL 25-10 30TH AVE 6,"NURSING STATION 6-TELEM-MSQ, 10411",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,43.88,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10411-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,43.88,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/10/2025 12:00:00 AM,CLOSED,14-1-1,21.94,CLOSED,EACH,2/23/2025 12:00:00 AM,2,NF,,2/10/2025 12:00:00 AM,Q5135,CASTILLO DAVID,,,MOUNT SINAI QUEENS - RECVG MAIN,43.88,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 4W-MSQ, 10409",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,5/19/2025 12:00:00 AM,M3100846,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 4W-MSQ,10409,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10409 NSG STATION 4W 25-10 30TH AVE 4FL,"NURSING STATION 4W-MSQ, 10409",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.4398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10409-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,5/19/2025 12:00:00 AM,CLOSED,14-1-1,23.2199,CLOSED,EACH,5/19/2025 12:00:00 AM,2,NF,,5/19/2025 12:00:00 AM,Q9046,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.4398,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 2-MSQ, 10405",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,5/26/2025 12:00:00 AM,M3103750,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 2-MSQ,10405,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10405 NSG STATION 2 25-10 30TH AVE 2FL,"NURSING STATION 2-MSQ, 10405",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.44,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10405-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,5/26/2025 12:00:00 AM,CLOSED,4-1-1,23.22,CLOSED,EACH,5/26/2025 12:00:00 AM,2,NF,,5/26/2025 12:00:00 AM,Q9294,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,46.44,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI WEST VILLAGE,2025,MEDLINE INDUSTRIES INC,"AMBULATORY SURGERY, 12152",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI WEST VILLAGE,Yes,Yes,A942216,BD,7/16/2025 12:00:00 AM,B1028973,GOODS,SILICONE UM FLY TRAY WITH FSD - COIA942216BRDA942216,ORAPOS,UROLOGY,BRDA942216,AMBULATORY SURGERY,12152,UROLOGY,PP-NS-2059,,SILICONE UM FLY TRAY WITH FSD - COI,903079,A942216,1,0,1,10,10,223.41,223.41,NF,True,NF,MELENDEZ REBECA,MELENDEZ REBECA,"UROLOGY 
 
BD",Y,325 W 15TH ST 1ST FL AMB SURG 1ST FLOOR AMBULATORY SURGERY,"AMBULATORY SURGERY, 12152",True,MOUNT SINAI WEST VILLAGE,ACTIVE,CLOSED,EDI,TRUE,TRUE,223.412,MS CANCER CENTER WEST,MOUNT SINAI WEST VILLAGE,408-958-11-12152-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,223.41,1926475,BD,BD,NF,10,BD,No, ,NO,903079, UROLOGY,7/16/2025 12:00:00 AM,CLOSED FOR INVOICING,5-1-1,223.412,CLOSED FOR INVOICING,CASE,7/16/2025 12:00:00 AM,1,NF,10,7/16/2025 12:00:00 AM,C3071,WARE PAUL,,,MS CANCER CENTER WEST - RECVG MAIN,223.412,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"BALANCE SHEET, 00000",CLOSED,119013,"119013, CENTRAL SERVICES",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,4/8/2025 12:00:00 AM,M3081982,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,CENTRAL SERVICES,BRDA303414A,BALANCE SHEET,00000,CENTRAL SERVICES,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,119013,A303414A,2,2,2,10,20,464.4,464.4,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"CENTRAL SERVICES 
 
BD",Y,Q STOREROOM,"BALANCE SHEET, 00000",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,464.398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-000-11-00000-119013-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,464.4,8027729,BD,BD,NF,1,BD,No, ,NO,119013, CENTRAL SERVICES,4/7/2025 12:00:00 AM,CLOSED,6-1-1,232.199,CLOSED FOR RECEIVING,CASE,4/8/2025 12:00:00 AM,2,NF,20,4/7/2025 12:00:00 AM,Q7348,MENA VICTOR,,,Q STOREROOM,464.398,NF,NF,NF,CENTRAL SERVICES,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 4W-MSQ, 10409",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,6/11/2025 12:00:00 AM,M3108936,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 4W-MSQ,10409,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10409 NSG STATION 4W 25-10 30TH AVE 4FL,"NURSING STATION 4W-MSQ, 10409",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.44,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10409-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,6/6/2025 12:00:00 AM,CLOSED,8-1-1,23.22,CLOSED FOR RECEIVING,EACH,6/11/2025 12:00:00 AM,2,NF,,6/6/2025 12:00:00 AM,Q9773,CANDELIER ELEANA,,,MOUNT SINAI QUEENS - RECVG MAIN,46.44,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"BALANCE SHEET, 00000",OPEN,119013,"119013, CENTRAL SERVICES",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,6/20/2025 12:00:00 AM,M3115472,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,CENTRAL SERVICES,BRDA303414A,BALANCE SHEET,00000,CENTRAL SERVICES,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,119013,A303414A,2,2,2,10,20,464.4,464.4,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"CENTRAL SERVICES 
 
BD",Y,Q STOREROOM,"BALANCE SHEET, 00000",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,464.398,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-000-11-00000-119013-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,464.4,8027729,BD,BD,NF,1,BD,No, ,NO,119013, CENTRAL SERVICES,6/20/2025 12:00:00 AM,CLOSED,14-1-1,232.199,OPEN,CASE,6/20/2025 12:00:00 AM,2,NF,20,6/20/2025 12:00:00 AM,Q10230,MENA VICTOR,,,Q STOREROOM,464.398,NF,NF,NF,CENTRAL SERVICES,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI HOSPITAL,2025,MEDLINE INDUSTRIES INC,"NURSING LABOR & DELIV KP 2-MSH, 10263",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI HOSPITAL,Yes,Yes,A303414A,BD,2/10/2025 12:00:00 AM,M3055483,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING LABOR & DELIV KP 2-MSH,10263,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,10,20,438.8,438.8,NF,True,NF,DIAZ VANESSA,DIAZ VANESSA,"UROLOGY 
 
BD",Y,10263 MC KP2 L&D EAST,"NURSING LABOR & DELIV KP 2-MSH, 10263",True,MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,438.8,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-10263-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,438.8,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/10/2025 12:00:00 AM,CLOSED,1-1-1,219.4,CLOSED,CASE,2/10/2025 12:00:00 AM,2,NF,20,2/10/2025 12:00:00 AM,M30106,SHINN JOHN,,,MOUNT SINAI HOSPITAL - RECVG MAIN,438.8,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 2-MSQ, 10405",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,2/17/2025 12:00:00 AM,M3058524,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 2-MSQ,10405,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,43.88,43.88,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10405 NSG STATION 2 25-10 30TH AVE 2FL,"NURSING STATION 2-MSQ, 10405",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,43.88,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10405-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,43.88,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/17/2025 12:00:00 AM,CLOSED,30-1-1,21.94,CLOSED,EACH,2/17/2025 12:00:00 AM,2,NF,,2/17/2025 12:00:00 AM,Q5393,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,43.88,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"EMERGENCY DEPARTMENT, 14100",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,2/12/2025 12:00:00 AM,M3056849,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,EMERGENCY DEPARTMENT,14100,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,8,8,8,,,175.52,175.52,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,14100 ED A1-218 25-10 30TH AVE 1FL,"EMERGENCY DEPARTMENT, 14100",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,175.52,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-14100-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,175.52,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/12/2025 12:00:00 AM,CLOSED,8-1-1,21.94,CLOSED,EACH,2/12/2025 12:00:00 AM,8,NF,,2/12/2025 12:00:00 AM,Q5248,DIAZ DAVID,,,MOUNT SINAI QUEENS - RECVG MAIN,175.52,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 6-TELEM-MSQ, 10411",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,6/6/2025 12:00:00 AM,M3109322,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 6-TELEM-MSQ,10411,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10411 NSG STATION 6TEL 25-10 30TH AVE 6,"NURSING STATION 6-TELEM-MSQ, 10411",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.44,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10411-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,6/6/2025 12:00:00 AM,CLOSED,29-1-1,23.22,CLOSED,EACH,6/6/2025 12:00:00 AM,2,NF,,6/6/2025 12:00:00 AM,Q9802,CASTILLO DAVID,,,MOUNT SINAI QUEENS - RECVG MAIN,46.44,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 6-TELEM-MSQ, 10411",OPEN,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,7/4/2025 12:00:00 AM,M3121360,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 6-TELEM-MSQ,10411,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,46.44,46.44,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10411 NSG STATION 6TEL 25-10 30TH AVE 6,"NURSING STATION 6-TELEM-MSQ, 10411",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,46.44,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10411-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,46.44,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,7/3/2025 12:00:00 AM,CLOSED,35-1-1,23.22,OPEN,EACH,7/4/2025 12:00:00 AM,2,NF,,7/3/2025 12:00:00 AM,Q10743,CASTILLO DAVID,,,MOUNT SINAI QUEENS - RECVG MAIN,46.44,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
MOUNT SINAI QUEENS,2025,MEDLINE INDUSTRIES INC,"NURSING STATION 4W-MSQ, 10409",CLOSED,903079,"903079, UROLOGY",MOUNT SINAI QUEENS,Yes,Yes,A303414A,BD,2/3/2025 12:00:00 AM,M3051453,GOODS,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLEA303414ABRDA303414A,ORAPOS,UROLOGY,BRDA303414A,NURSING STATION 4W-MSQ,10409,UROLOGY,PP-NS-2059,,TRAY CATHETERIZATION COMPLETE CARE LUBRI-SIL IC STATLOCK SURESTEP 14FR FOLEY URINE METER STERILE LATEX FREE DISPOSABLE,903079,A303414A,2,2,2,,,43.88,43.88,NF,True,NF,GADSDEN CHONTE,GADSDEN CHONTE,"UROLOGY 
 
BD",Y,10409 NSG STATION 4W 25-10 30TH AVE 4FL,"NURSING STATION 4W-MSQ, 10409",True,MOUNT SINAI QUEENS,ACTIVE,CLOSED,EDI,TRUE,TRUE,43.88,MOUNT SINAI QUEENS,MOUNT SINAI QUEENS,102-107-11-10409-903079-00000000000-000-0000-000-00000-00000----,False,PP-NS-2059,Yes,43.88,8027729,BD,BD,NF,1,BD,No, ,NO,903079, UROLOGY,2/3/2025 12:00:00 AM,CLOSED,12-1-1,21.94,CLOSED,EACH,2/3/2025 12:00:00 AM,2,NF,,2/3/2025 12:00:00 AM,Q4827,RUIZ JUNIOR NORMAN,,,MOUNT SINAI QUEENS - RECVG MAIN,43.88,NF,NF,NF,UROLOGY,MEDLINE INDUSTRIES INC,12422
